source,target,peso
@LegendOfHater,@mauricioalmeida7859,1
@nick_reus,@ricardoric2558,1
@ricardoric2558,@ricardoric2558,1
@aloi4,@annearruda8401,1
@aloi4,@ivi8060,1
@KENNEDY_2010,@mallonnemorais007,1
@Teteu00088,@mallonnemorais007,1
@VisioVault,@mallonnemorais007,1
@aloi4,@mallonnemorais007,1
@KENNEDY_2010,@guel-m3j,1
@VisioVault,@guel-m3j,2
@aloi4,@Kodachii-c3b,1
@Kidmais18,@editmaster.357,1
@Comunista_Enrustida6378,@editmaster.357,1
@aloi4,@editmaster.357,1
@Comunista_Enrustida6378,@gustavocamaradematos5277,1
@ivi8060,@gustavocamaradematos5277,1
@gustavocamaradematos5277,@gustavocamaradematos5277,1
@Biazinha-wuw,@luadomundo,1
@Comunista_Enrustida6378,@luadomundo,1
@marcosjw5204,@marcosjw5204,1
@catypyp,@MiguelAlves-x6h,1
@Biazinha-wuw,@Emily-g7b8p,1
@FLUXOYAGO,@Emily-g7b8p,1
@Emily-g7b8p,@Emily-g7b8p,1
@DevisonAlves-s2t,@jr-andrade78800,1
@Comunista_Enrustida6378,@HugoSens,1
@Comunista_Enrustida6378,@dumat170,1
@Kidmais18,@AcreFAN234,1
@Kidmais18,@LAURINHAFilha-le3qd,1
@FLUXOYAGO,@LAURINHAFilha-le3qd,1
@Kidmais18,@patriciaferreira7447,1
@Kidmais18,@mhrxss,1
@FLUXOYAGO,@Gabriela-ko9xf,1
@Gabriela-ko9xf,@Gabriela-ko9xf,1
@Comunista_Enrustida6378,@Phaethon_ZZZ,1
@Phaethon_ZZZ,@Phaethon_ZZZ,1
@biah9660,@leonardocigolini8180,1
@Comunista_Enrustida6378,@leonardocigolini8180,1
@iamsopro-q6y,@karlafernandespartelifardi7550,1
@Comunista_Enrustida6378,@karlafernandespartelifardi7550,1
@Biazinha-wuw,@CristinaDiss,1
@Biazinha-wuw,@Jatujato,2
@Jatujato,@Jatujato,2
@Comunista_Enrustida6378,@Jatujato,1
@biah9660,@EoLeng,1
@EoLeng,@EoLeng,1
@iamsopro-q6y,@Coizas,1
@Coizas,@Coizas,3
@Comunista_Enrustida6378,@Coizas,1
@iamsopro-q6y,@lucas_kara,1
@Comunista_Enrustida6378,@lucas_kara,1
@Comunista_Enrustida6378,@deolinda52,1
@um_realista,@AmandaGabrielly-ow9ns,1
@Comunista_Enrustida6378,@jonasshark8800,1
@Biazinha-wuw,@Henry-Danger-Br-1209,2
@aloi4,@DARKNES_EDTS,1
@DARKNES_EDTS,@DARKNES_EDTS,1
@Thalles-l8p,@Thalles-l8p,1
@strange_e,@umoreira2008,2
@iamsopro-q6y,@umoreira2008,1
@MURILLOBFR,@umoreira2008,1
@Comunista_Enrustida6378,@umoreira2008,1
@iamsopro-q6y,@aeep777-n3p,1
@MURILLOBFR,@aeep777-n3p,5
@aeep777-n3p,@aeep777-n3p,10
@iamsopro-q6y,@rudineirodrigues7341,1
@iamsopro-q6y,@Joana-g2d,1
@biah9660,@Joana-g2d,1
@MURILLOBFR,@vivianerosa-m4k,1
@Biazinha-wuw,@LucimaraDaSilvaOliveira-fl9vt,1
@iamsopro-q6y,@LucimaraDaSilvaOliveira-fl9vt,1
@LucimaraDaSilvaOliveira-fl9vt,@LucimaraDaSilvaOliveira-fl9vt,1
@Biazinha-wuw,@HeitorJardim-f9y,1
@Biazinha-wuw,@Gladium_Victrix,1
@iamsopro-q6y,@Gladium_Victrix,1
@Biazinha-wuw,@claramariacabral,1
@biah9660,@claramariacabral,1
@Biazinha-wuw,@AnaLuizaSilvaPrado-y3s,2
@Comunista_Enrustida6378,@matheus09685,1
@Gladium_Victrix,@AnaLuizaSilvaPrado-y3s,1
@Comunista_Enrustida6378,@lucas_saldanha25,1
@Biazinha-wuw,@ValentinaGomes_kaianny,1
@helenanascimento8681,@izabellyesuafamilia,1
@Biazinha-wuw,@FabioGoulart-wu5wv,1
@Biazinha-wuw,@LeonardoManhaes-sh6bh,1
@iamsopro-q6y,@veritasobscurabr,1
@veritasobscurabr,@veritasobscurabr,1
@Comunista_Enrustida6378,@joelsonlimadeoliveiraolive9924,2
@iamsopro-q6y,@marombetasmith,1
@Kidmais18,@LeonardoManhaes-sh6bh,1
@Comunista_Enrustida6378,@naoquerosaber123,1
@alexsiqueira7549,@alexsiqueira7549,1
@FãdaPessy,@Fã_clube_da_jun-hee-m2y,1
@Gladium_Victrix,@Fã_clube_da_jun-hee-m2y,1
@FãdaPessy,@emanuelledayemesivagedes2171,1
@SantanaWithout4,@emanuelledayemesivagedes2171,1
@SantanaWithout4,@camilagamer28,1
@SantanaWithout4,@sophiabeat,3
@SantanaWithout4,@LauraQueiroz-o3h,4
@emanuelledayemesivagedes2171,@LauraQueiroz-o3h,1
@FãdaPessy,@sophiabeat,2
@ivetemmattos,@MariaDoCarmo-pi6hi,1
@MariaDoCarmo-pi6hi,@MariaDoCarmo-pi6hi,1
@SantanaWithout4,@vanessacaetano9992,1
@Gladium_Victrix,@vanessacaetano9992,1
@SantanaWithout4,@xthzp_ney,1
@SantanaWithout4,@yasminlopes6193,2
@Kaeluneee,@yasminlopes6193,2
@um_realista,@yasminlopes6193,1
@SantanaWithout4,@DuduAreal-d1r,1
@Comunista_Enrustida6378,@YVNYK3Y,1
@SantanaWithout4,@Smilew4y6,2
@iamsopro-q6y,@Smilew4y6,1
@SantanaWithout4,@gui-5g,1
@SantanaWithout4,@LucasHenriqueviana-i2b,1
@iamsopro-q6y,@LucasHenriqueviana-i2b,1
@SantanaWithout4,@italo687,4
@italo687,@italo687,4
@SantanaWithout4,@DanieldaSilvaPereiraSantos,1
@SantanaWithout4,@RenanAlves-w4p,1
@SantanaWithout4,@amandaliz2567,1
@SantanaWithout4,@RaquelSantospinto-t2l,1
@DUBOficialFanmade,@RaquelSantospinto-t2l,1
@SantanaWithout4,@AntiSocialismo50,1
@ChrysBlox,@CleytonAzraelFerreiraDeAra-i1h,2
@Tx_Anderr,@CleytonAzraelFerreiraDeAra-i1h,2
@ChrysBlox,@sofiaferreira3256,1
@Tx_Anderr,@sofiaferreira3256,1
@ChrysBlox,@DNZ-q9k,1
@Tx_Anderr,@DNZ-q9k,1
@SantanaWithout4,@DNZ-q9k,1
@ChrysBlox,@Bagucinhadasarah,2
@AntiSocialismo50,@Bagucinhadasarah,2
@SantanaWithout4,@Bagucinhadasarah,2
@Bagucinhadasarah,@Bagucinhadasarah,1
@ChrysBlox,@rozelyandrade8893,1
@iamsopro-q6y,@rozelyandrade8893,1
@ChrysBlox,@PauloFilipe-ne7xi,1
@ChrysBlox,@VivianeFreitas-n2c,1
@ChrysBlox,@sandramartins5523,1
@ChrysBlox,@Samuel-blox-u4e,1
@Samuel-blox-u4e,@Samuel-blox-u4e,3
@iamsopro-q6y,@Samuel-blox-u4e,1
@Biazinha-wuw,@Samuel-blox-u4e,1
@Tx_Anderr,@JoãoOliveira-y6l,1
@ChrysBlox,@malianaserrano2581,1
@Tx_Anderr,@consertcell7474,1
@ChrysBlox,@adeildomartins487,1
@iamsopro-q6y,@adeildomartins487,1
@adeildomartins487,@adeildomartins487,2
@Kidmais18,@adeildomartins487,1
@izabelrodrigues2186,@Alex-SpZl,1
@Tx_Anderr,@sxntos.051,1
@sxntos.051,@sxntos.051,1
@iamsopro-q6y,@alinesamira3894,1
@iamsopro-q6y,@fernandatostes1779,2
@cacasmile_ofc,@amandaaa7879,1
@Tx_Anderr,@amandaaa7879,1
@iamsopro-q6y,@amandaaa7879,1
@Mauriciobc93,@vanmarino,1
@iamsopro-q6y,@vanmarino,1
@Thays_16y,@fernandatostes1779,1
@Moraja-w7q,@fernandatostes1779,1
@iamsopro-q6y,@denisemonteirocroche,1
@Moraja-w7q,@MimicaMimica-w4x,1
@iamsopro-q6y,@TatiSantos-t5m,1
@renatogarciareservayt,@raimundofelix2752,1
@soldiergaming3127,@MyJenny1964,1
@rodribs1,@rosanebrandao6776,1
@gkeopalhaco,@ThaylaCousseau,1
@emokabuloza,@DeliaMartinez-xv6zu,1
@RayssaEster-n1u,@RayssaEster-n1u,1
@Thays_16y,@RayssaEster-n1u,1
@lyzziebb4809,@sandramatos8832,1
@leandragomesgoncalves3088,@genyabacar-qr9uu,1
@katerineoliveira411,@genyabacar-qr9uu,1
@VisioVault,@Didi-r4tu08,2
@alexandremendesdegouveia4332,@Didi-r4tu08,1
@tatianesmedeiros,@Didi-r4tu08,1
@richas099,@patyededeofcedits,1
@tatianesmedeiros,@patyededeofcedits,1
@robsongoes-26,@sileidealves9743,1
@richas099,@sileidealves9743,1
@tatianesmedeiros,@sileidealves9743,1
@MariaClara-vm6xh,@MariaClara-vm6xh,1
@cyberbeefpv2810,@ELIASPlay-tg2qe,1
@richas099,@ELIASPlay-tg2qe,1
@Amongcraft1500,@ELIASPlay-tg2qe,1
@tatianesmedeiros,@ELIASPlay-tg2qe,1
@richas099,@YasmiDaSilvasouza,1
@tatianesmedeiros,@YasmiDaSilvasouza,1
@richas099,@girleidesilvabarbosa,1
@mr-inso,@mr-inso,4
@richas099,@SergioFernades-l9v,1
@alexandremendesdegouveia4332,@SergioFernades-l9v,1
@benjaminarrola3489,@SergioFernades-l9v,1
@richas099,@KemillyGarcia-h8j,1
@KemillyGarcia-h8j,@KemillyGarcia-h8j,2
@Kidmais18,@KemillyGarcia-h8j,1
@tatianesmedeiros,@BelDejesus-d5d,1
@vnn2025,@BelDejesus-d5d,1
@richas099,@MiguelOliveira-v3r,1
@alexandremendesdegouveia4332,@MiguelOliveira-v3r,1
@Loli-iw,@MiguelOliveira-v3r,1
@richas099,@LouiseFafaela,1
@LouiseFafaela,@LouiseFafaela,1
@tatianesmedeiros,@izabelrodrigues2186,1
@GabrielBrito-r5s,@Gusfuts,1
@richas099,@Gusfuts,1
@Loli-iw,@sombra-grafiteiro,1
@sombra-grafiteiro,@sombra-grafiteiro,1
@richas099,@sombra-grafiteiro,1
@Loli-iw,@AugusttoDalzotto,19
@AugusttoDalzotto,@AugusttoDalzotto,24
@Moraja-w7q,@AugusttoDalzotto,1
@Biazinha-wuw,@AugusttoDalzotto,2
@Thays_16y,@AugusttoDalzotto,1
@FãdaPessy,@AugusttoDalzotto,1
@Loli-iw,@regisdejesus1140,1
@alexandremendesdegouveia4332,@PatyCruz.,1
@Loli-iw,@NatachaCavalheiro-o3j,1
@NatachaCavalheiro-o3j,@NatachaCavalheiro-o3j,5
@LoPogbilson,@NatachaCavalheiro-o3j,3
@alexandremendesdegouveia4332,@NatachaCavalheiro-o3j,1
@benjaminarrola3489,@NatachaCavalheiro-o3j,1
@Loli-iw,@GodlyII,1
@GodlyII,@GodlyII,3
@AVZxt.,@GodlyII,3
@richas099,@GodlyII,3
@FãdaPessy,@GodlyII,1
@richas099,@L.GustavoFroisCarvalho,2
@FãdaPessy,@L.GustavoFroisCarvalho,1
@bianca_editszinha,@MarcosMedeirosdaCosta,1
@richas099,@MarcosMedeirosdaCosta,1
@richas099,@KTX_T_DANIEL,1
@xtheusz,@Nycolas-cria,2
@bianca_editszinha,@Nycolas-cria,1
@Loli-iw,@Nycolas-cria,1
@richas099,@Nycolas-cria,1
@FãdaPessy,@Nycolas-cria,1
@eaedinonerdjogos,@arthurhdeborba6441,1
@bianca_editszinha,@arthurhdeborba6441,1
@Loli-iw,@arthurhdeborba6441,2
@eaedinonerdjogos,@Rafaelvllalela,1
@Thays_16y,@GabrielSouzaSantos-c4f,1
@xtheusz,@GabrielSouzaSantos-c4f,1
@Loli-iw,@GabrielSouzaSantos-c4f,1
@GabrielSouzaSantos-c4f,@GabrielSouzaSantos-c4f,1
@Loli-iw,@Nath_ofc844,1
@Loli-iw,@EdtsDaTropaDoTaspio12,1
@EdtsDaTropaDoTaspio12,@EdtsDaTropaDoTaspio12,2
@Moraja-w7q,@EdtsDaTropaDoTaspio12,1
@Loli-iw,@PetersonHenrique-z7s,1
@jonathas.lopesz,@xtheusz,1
@Loli-iw,@xtheusz,1
@xtheusz,@xtheusz,1
@Kidmais18,@xtheusz,1
@LeandroDelgado-rx1qn,@LeandroDelgado-rx1qn,1
@Loli-iw,@YgorPerrera-lj2pd,1
@Lukas_zero0,@superlua4321,1
@jogadordouniverso2037,@vithoradryano1753,1
@bianca_editszinha,@vithoradryano1753,1
@Loli-iw,@mayconrodrigues9874,1
@LoPogbilson,@mayconrodrigues9874,1
@bianca_editszinha,@lidianesilva9791,1
@NatáliaGouveia-ramalho,@Lily-z6h5i,1
@bianca_editszinha,@RosimeriGalvao,1
@XxHenriquexXYT,@crystianlima8057,1
@Loli-iw,@leandroleoBananeira,1
@jogadordouniverso2037,@leandroleoBananeira,1
@Loli-iw,@mariacarmocamargopedro8218,1
@bianca_editszinha,@IsaqueEmanuel-e9c,1
@bianca_editszinha,@jorgealves5138,1
@bianca_editszinha,@VT.Vieira,1
@chewingpeppers,@fa_clube_da_tropa_do_zanella1,1
@fa_clube_da_tropa_do_zanella1,@fa_clube_da_tropa_do_zanella1,1
@jogadordouniverso2037,@fa_clube_da_tropa_do_zanella1,2
@thatwaseasy2019,@fa_clube_da_tropa_do_zanella1,1
@bianca_editszinha,@fa_clube_da_tropa_do_zanella1,2
@ivi8060,@arianeclemente245,1
@pedrofernandobarrosmaurici1824,@fa_clube_da_tropa_do_zanella1,1
@jogadordouniverso2037,@teamz1000-zzz,1
@teamz1000-zzz,@teamz1000-zzz,1
@Loli-iw,@teamz1000-zzz,1
@jogadordouniverso2037,@TamiresFerreiradaconceição,1
@FãdaPessy,@IrisMicaelly-l2e,1
@carinhaesquisito2,@MarcioSantos-m3l7h,2
@jogadordouniverso2037,@JoaoMiguelCardosoSoares-o7m,1
@darlekatekatedarle,@ManF3,2
@Loli-iw,@GabriellyPortonascimento-x1z,1
@EuSouoBraboDaNovaGeração462,@JoséHellieltonHellielton,2
@TerezaOliveira-i7s,@TerezaOliveira-i7s,1
@jogadordouniverso2037,@TerezaOliveira-i7s,1
@Loli-iw,@Edila-j5d,1
@srdavi2363,@gargara_artes,1
@noiwikwkw,@allexandrecardoso6891,1
@ndianara,@allexandrecardoso6891,1
@gabis2015,@dailyda_isa,1
@Tarcisiodamazio,@dailyda_isa,1
@noiwikwkw,@dailyda_isa,1
@dailyda_isa,@dailyda_isa,1
@cr7fan0_0,@rodribs1,1
@Loli-iw,@liaramos388,1
@Loli-iw,@Thigasbralw,1
@JoaoPedro-pi1ef,@Jaciel-h1j,1
@Loli-iw,@Cunha-s7k,1
@HenriqueTavaresMartins,@HenriqueTavaresMartins,1
@Oiiytb78,@williammedeiros1976,1
@Loli-iw,@williammedeiros1976,1
@JoseLucas-372,@LauraRabelo-2016,1
@ivi8060,@rfed1t,1
@Fran50cisca,@WeLoveBrawl22,1
@ivi8060,@WeLoveBrawl22,1
@ivi8060,@MigueuMigueu,1
@ivi8060,@mundoem5minutos-y6h,1
@Loli-iw,@mundoem5minutos-y6h,1
@Loli-iw,@RafaelAlvesMeer,1
@Loli-iw,@leozin_2210,1
@Loli-iw,@Dean_pt,1
@JoseMiguel-t9u,@MARCELOGAMEROFC2,1
@gamer25gm33,@Rodreli,1
@ScicoSacai,@Rodreli,1
@Rodreli,@LarissaReis-k8m,1
@CODE929-z1w,@LarissaReis-k8m,1
@Biazinha-wuw,@LarissaReis-k8m,1
@ivi8060,@Emanuele-j2b,1
@lipxrs,@mochillaplay2385,1
@richas099,@GuilhermeAleixo-k6f,1
@GuilhermeAleixo-k6f,@GuilhermeAleixo-k6f,1
@CODE929-z1w,@GuilhermeAleixo-k6f,1
@richas099,@Nãoseioqcolocar-k9p,1
@Nãoseioqcolocar-k9p,@Nãoseioqcolocar-k9p,2
@Loli-iw,@Nãoseioqcolocar-k9p,1
@gamer25gm33,@gabrielyoutuberr,2
@richas099,@gabrielyoutuberr,1
@Nãoseioqcolocar-k9p,@gabrielyoutuberr,1
@richas099,@cellogforce,1
@richas099,@CarlosEduardoSaldanhaCarolinaS,1
@CarlosEduardoSaldanhaCarolinaS,@CarlosEduardoSaldanhaCarolinaS,1
@gamer25gm33,@IzabellalemosnascimentoBella,1
@richas099,@IzabellalemosnascimentoBella,2
@Loli-iw,@IzabellalemosnascimentoBella,1
@gamer25gm33,@panicx23freestyle,1
@panicx23freestyle,@panicx23freestyle,1
@richas099,@fadolamineyamal-980,2
@saragizely56,@saragizely56,1
@Loli-iw,@saragizely56,1
@Loli-iw,@DaviSilva-j4n,2
@FãdaPessy,@DaviSilva-j4n,1
@NicolasDaniel-b2v,@NicolasDaniel-b2v,1
@ReiDoInferno,@NicolasDaniel-b2v,1
@LaraGabrielly-p6z,@LaraGabrielly-p6z,2
@Loli-iw,@Thallesreis-v6m,1
@nathsebong4599,@Vimanu_bloxof,1
@FãdaPessy,@Vimanu_bloxof,1
@moonkk8367,@celiavargas7389,1
@moonkk8367,@ClaraMiranda-600,1
@lipxrs,@ClaraMiranda-600,1
@lipxrs,@JaniceJaines,1
@CaioAwesome,@julinha1105,1
@lipxrs,@julinha1105,2
@Loli-iw,@LaraGabrielly-p6z,1
@moonkk8367,@LuanaMachado-y7j,1
@gamer25gm33,@AzarielPaulo,1
@AzarielPaulo,@AzarielPaulo,1
@Loli-iw,@AzarielPaulo,1
@Loli-iw,@LuisSena-ud2ee,1
@moonkk8367,@MarineteMelo-uq7pz,1
@Miguel_xz-y7,@ALASTOR-1006,2
@ALASTOR-1006,@ALASTOR-1006,3
@FãdaPessy,@JBL_ESTOURADA,1
@moonkk8367,@eliezercarolino5831,1
@ALASTOR-1006,@Arthur-m7r8i,1
@ALASTOR-1006,@YsadoraLopesdaluz-w4h,1
@YsadoraLopesdaluz-w4h,@YsadoraLopesdaluz-w4h,1
@CleberLuiz-v1c1s,@YsadoraLopesdaluz-w4h,4
@z_Yoshio,@YsadoraLopesdaluz-w4h,4
@ALASTOR-1006,@powerfitnesscompany7040,1
@CleberLuiz-v1c1s,@powerfitnesscompany7040,1
@Mundocraft-g6o,@BenicioTavaresSantos,1
@gamer25gm33,@AgathaDara-j9g,1
@Wakai.,@AlanildoEliasBarbosa,1
@gamer25gm33,@AlanildoEliasBarbosa,1
@luismoutinho2025,@luismoutinho2025,1
@YarllaConceição-u4o,@YarllaConceição-u4o,1
@kah-yd2hr,,1
@gamer25gm33,@EmersonSantosGuitar,1
@M.silvadias_10j,@jessicasalima,1
@namito-non1757,@cleidescritora,1
@fabianavaleriaoliveiradasi6936,@cleidescritora,1
@cleidescritora,@cleidescritora,3
@agrestebahia3683,@agrestebahia3683,1
@kauacria,@jonathanrodrigues9467,1
@sauloantonio3983,@jonathanrodrigues9467,1
@joutap,@jonathanrodrigues9467,1
@deborahsbeghen,@jonathanrodrigues9467,1
@iamsopro-q6y,@pedroaugustodavila860,1
@AraceliSilva-b2n,@maryluz4834,1
@Apns_davi,@AfonsoCunha-g9i,1
@Apns_davi,@AnaJoaoAraujo,1
@YoungwooHybe,@luiztelemont434,1
@luiztelemont434,@luiztelemont434,2
@KyCROWBRASIL,@luiztelemont434,2
@Apns_davi,@dsmec-23,1
@adrianlevampiro4567,@Аринаглазуновар,1
@david-gn777,@Аринаглазуновар,1
@Аринаглазуновар,@Аринаглазуновар,1
@ikrbtw0z,@Axwer-j2q,1
@Mateussilvadearauj,@Axwer-j2q,1
@Dododonorte14,@Axwer-j2q,1
@Apns_davi,@danielribeiro315,1
@Blendo-04,@AntônioJoaquim-f6c,1
@iamsopro-q6y,@AntônioJoaquim-f6c,1
@Blendo-04,@KauanSilva-w6y,1
@Mateussilvadearauj,@KauanSilva-w6y,1
@iamsopro-q6y,@KauanSilva-w6y,1
@Migueldrs0da,@Migueldrs0da,2
@Sr.LucazzinYT,@Migueldrs0da,1
@Mateussilvadearauj,@Migueldrs0da,1
@Ohaimc,@isabellycerqueira3358,1
@ikrbtw0z,@isabellycerqueira3358,1
@iamsopro-q6y,@isabellycerqueira3358,1
@Ohaimc,@antoniocarlosmirandarodrig1071,1
@carlaiankowski,@vantuirfeliciano1138,1
@vantuirfeliciano1138,@vantuirfeliciano1138,1
@larissateamodeus,@marcelocunha7017,1
@Mateussilvadearauj,@marcelocunha7017,1
@pedrohameister,@spdking01,1
@matheusjulio8511,@spdking01,1
,@Davipessanha628,1
@Francisco-c7l,@NathyaEvelyn,1
,@NathyaEvelyn,1
@NathyaEvelyn,@NathyaEvelyn,2
@Mateussilvadearauj,@eissobrazil,1
@adrianvantasset8081,@macagnan,1
@BrunoB2025,@Ari_Rossi13747,1
@cortesdropseshorts5251,@cortesdropseshorts5251,1
@nidelisousa3553,@Pedrofeliz-ij5mb,1
@carlaiankowski,@carlaiankowski,1
@justofutbol,@justofutbol,1
@adrianvantasset8081,@joaomatos-w1h,1
@ivi8060,@Brunaeduardaoficial,2
@Brunaeduardaoficial,@Brunaeduardaoficial,1
@vilmaLara-jl6rs,@Brunaeduardaoficial,1
@scadushe,@alexandremarques3060,2
@ronnierogerswolfhard4733,@alexandremarques3060,1
@alexandremarques3060,@alexandremarques3060,5
@adrianvantasset8081,@EvellynSantos-j3t,1
@AlicePotter-d9q3q,@AlicePotter-d9q3q,1
@BeatrizCarvalho-zi7rl,@BeatrizCarvalho-zi7rl,1
@edimontanha,@leilasilvasilveira3907,1
@ricardoandra,@Unik.beleza,1
@ivi8060,@andersonalves2550,1
@LarissadosSantosRibas-q5j,@Dowglasz,1
@BiaSevLaFey,@cleversonsoares4345,1
@adrianvantasset8081,@aguiguiiin,1
@adrianvantasset8081,@Dowglasz,1
@Dowglasz,@Dowglasz,1
@adrianvantasset8081,@DanielSouza-wb2tw,1
@eomicoficial,@ederdepaulasilva,1
@ederdepaulasilva,@ederdepaulasilva,1
@PoldzGD_br,@leonicelopes2124,1
@ProcrastinadorInmortal,@alonn3001,1
@iamsopro-q6y,@ericapatricia4433,1
@Belabelayt-t9h,@cristinadias,1
@Ritomar12,@cristinadias,1
@shortsdoJosé-k6l,@WelitonsantosSantos-o1f,1
@Saymon-l5l,@Saymon-l5l,1
@shortsdoJosé-k6l,@Saymon-l5l,1
@BiaSevLaFey,@andrealemos5685,1
@OliverAiku-c8o,@rosasilvadearaujo312,1
@shortsdoJosé-k6l,@rosasilvadearaujo312,1
@paulojosevieirasecco2203,@petlandy3586,1
@olokobixo-o5m,@petlandy3586,1
@petlandy3586,@petlandy3586,2
@evelynarm2985,@evelynarm2985,2
@liaumossando180,@evelynarm2985,1
@cortesdropseshorts5251,@13814620,1
@LeonardoGuerra333,@13814620,2
@andreiacoutinho1212,@13814620,1
@CarleaniMoraesvazdeoliveira,@13814620,1
@giuseppescagliarini1692,@13814620,1
@gomesvieiraemanuel,@gomesvieiraemanuel,1
@shortsdoJosé-k6l,@MarianabritoMartins,1
@shortsdoJosé-k6l,@wilsondossantos6880,1
@Emilyroldan376,@elnathanpereiradasilva9057,1
@shortsdoJosé-k6l,@elnathanpereiradasilva9057,1
@shortsdoJosé-k6l,@ManoelGomes_BluePen,2
@oblivion.4ngel,@ManoelGomes_BluePen,1
@adrianvantasset8081,@FYHY2008,1
@KakazadaKK,@joaofreitas3456,1
@adrianvantasset8081,@joaofreitas3456,1
@Emilyroldan376,@joaofreitas3456,1
@shortsdoJosé-k6l,@joaofreitas3456,1
@oblivion.4ngel,@joaofreitas3456,1
@adrianvantasset8081,@guilhermespinola6871,1
@oblivion.4ngel,@guilhermespinola6871,1
@shortsdoJosé-k6l,@rosagoncalves570,1
@shortsdoJosé-k6l,@alinearaujorodriguesdesouz8078,1
@user-qf9rz3nusjsmdmd,@ElenRenata-ti4pl,1
@KoisaKart,@ElenRenata-ti4pl,1
@KakazadaKK,@ElenRenata-ti4pl,1
@adrianvantasset8081,@mayannasilva6047,1
@shortsdoJosé-k6l,@mayannasilva6047,1
@Samuel000-j6y,@geovannegrarodrigues9806,1
@shortsdoJosé-k6l,@geovannegrarodrigues9806,1
@CanaldoMedievo.,@ingrid5944,1
@Samuel000-j6y,@ingrid5944,1
@ingrid5944,@ingrid5944,1
@KoisaKart,@PatriciaAuade-yd6bw,1
@oblivion.4ngel,@PatriciaAuade-yd6bw,1
@shortsdoJosé-k6l,@PatriciaAuade-yd6bw,1
@PatriciaAuade-yd6bw,@PatriciaAuade-yd6bw,1
@luizfelipenazario59,@thiagohenriquefernandesdos6828,1
@rikevr007br5,@thiagohenriquefernandesdos6828,1
@oblivion.4ngel,@thiagohenriquefernandesdos6828,1
@BiaSevLaFey,@thiagohenriquefernandesdos6828,1
@Comunista_Enrustida6378,@alvindopao,1
@TheGreatZyn,@HelôSilva-w5h,1
@oblivion.4ngel,@renankoch4107,1
@kaualima2657,@VictorDeNiterói-u2u,1
@ManicomioSangrento,@VictorDeNiterói-u2u,1
@shortsdoJosé-k6l,@VictorDeNiterói-u2u,1
@Luxplayer16,@Luxplayer16,1
@giovaniabraosantos8189,@omiguelzinpro,1
@KakazadaKK,@omiguelzinpro,1
@omiguelzinpro,@omiguelzinpro,2
@KakazadaKK,@edinaldojose1674,1
@shortsdoJosé-k6l,@MaleBomb,1
@vilmaLara-jl6rs,@RicardodaSilvaSantos-c3y,1
@RicardodaSilvaSantos-c3y,@RicardodaSilvaSantos-c3y,1
@adrianvantasset8081,@IracildadaSilva-e9c,1
@andersonalves2550,@haurymarciaceschin7504,1
@peoplearte8095,@haurymarciaceschin7504,1
@Igor_Morph,@haurymarciaceschin7504,1
@Praxispedagogica,@haurymarciaceschin7504,1
@beabosso,@haurymarciaceschin7504,1
@boazmusicoficial,@juan-je7sh,1
@juan-je7sh,@juan-je7sh,1
@theusdosf,@theusdosf,1
@doprimeiroaoultimo3428,@Mob_sama117,1
@doprimeiroaoultimo3428,@GodlyII,1
@éolipeeee,@GodlyII,2
@arteman4253,@GodlyII,1
@beloved_doll,@guilhermechirigatti3065,3
@moreira337,@sirleipereiraBrandão,1
@adrianvantasset8081,@samira_marouf,1
@andressamatos3883,@lecisoaresdasilva8680,1
@rafael4hj2l,@Comunista_Enrustida6378,2
@NardinhoCumbi,@NardinhoCumbi,1
@Fanzinho9999,@lais-x-r9p,1
@Comunista_Enrustida6378,@neumarsantos2184,1
@Comunista_Enrustida6378,@izacarletti,2
@izacarletti,@izacarletti,1
@geninhobarbosa4173,@geninhobarbosa4173,1
@asterbittencourt,@patriciacardosorodrigues8169,1
@Comunista_Enrustida6378,@patriciacardosorodrigues8169,1
@arteman4253,@patriciacardosorodrigues8169,1
@HiagoVitorio-q9b,@HiagoVitorio-q9b,1
@luiz-gustavomoronideoliveira,@ElsaGraca-xq5xq,1
@ElsaGraca-xq5xq,@ElsaGraca-xq5xq,1
@adrianvantasset8081,@MariayOliveira-c9f3c,1
@arteman4253,@MariayOliveira-c9f3c,1
@RobertJohnson-kj2yy,@SilviaAparecidaPaccielli-zg3xe,1
@selfccest,@SilviaAparecidaPaccielli-zg3xe,1
@RobertJohnson-kj2yy,@JulioCesar-x6n5f,1
@asterbittencourt,@JulioCesar-x6n5f,1
@Comunista_Enrustida6378,@JulioCesar-x6n5f,2
@arteman4253,@JulioCesar-x6n5f,1
@viniciusalgumacoisa,@aliceemanuellelopescastro7590,1
@Jeane.venier,@glaubercavalcanti2008,1
@Comunista_Enrustida6378,@glaubercavalcanti2008,1
@marior3623,@marior3623,2
@robertaglv,@taniamarabello919,1
@sussurrosdelilith,@taniamarabello919,2
@thomasturbano6885,@francimaraviz640,1
@Comunista_Enrustida6378,@samarasilva4258,1
@Comunista_Enrustida6378,@MrJ7373,1
@AdrielFXs,@josianesantos9071,1
@sandro3156,@josianesantos9071,1
@robertaglv,@uldaperin8444,1
@ArtStudioOfc,@Annasophiadasilvaa78,1
@Comunista_Enrustida6378,@Criasdainternet,1
@Comunista_Enrustida6378,@arthurvalverdepinheiro2180,1
@Comunista_Enrustida6378,@Panguinzin2,1
