source,target,peso
@miguelcruz7826,@BrendaSantos-p5b,1
@GonçaloCardoso-w4s,@BrendaSantos-p5b,1
@GabrielGames-op8jv,@Luisgamer-j1j,1
@mexicanopromedio-y7n,@taciaranogueira9562,1
@GabrielGames-op8jv,@VictorViana-h2n,2
@GabrielGames-op8jv,@MiltonWagner-h8s,1
@SatkuroH,@ABESTADOAPOCALIPSE666,1
@GabrielGames-op8jv,@ВениславаДоровска-м1ф,1
@miguelcruz7826,@fantasygameplay256,1
@DakiniDaya,@fantasygameplay256,1
@Jose_Avena,@teodorarosario8761,1
@vagony1326,@teodorarosario8761,1
@tokidoki_kanojo,@teodorarosario8761,1
@peixotochavoso8937,@wagnergaviorno1995,1
@DakiniDaya,@theharbingerofconflation,2
@theharbingerofconflation,@theharbingerofconflation,2
@morganXS7,@TwellGrahamLive,1
@LedaSirius,@joedson183,1
@DakiniDaya,@Diego-ns7yw,3
@smzstyle9467,@Diego-ns7yw,2
@smzstyle9467,@LadyNaPaz,1
@JosianeRossa-ec3ix,@JosianeRossa-ec3ix,1
@FumikoMitaka45,@ArthurFF2504,1
@astronaltic,@ArthurFF2504,1
@adrianvantasset8081,@mariaeduardaguida7283,2
@smzstyle9467,@mariaeduardaguida7283,1
@Miguel_Valdevino,@DavyNascimento-c9h5t,1
@cronosdimitri4584,@cronosdimitri4584,2
@denn-CLOCKWORKORANGE4974,@weslleyqueirozqueiroz3370,1
@denn-CLOCKWORKORANGE4974,@mdr6529,1
@Reimacaco-f8p,@criadormeme,1
@DakiniDaya,@criadormeme,1
@denn-CLOCKWORKORANGE4974,@phill4242,1
@TalDoGhxst,@phill4242,1
@adrianvantasset8081,@MissSun,1
@augustojesusbuscaiosenhor5943,@MissSun,1
@MissSun,@MissSun,1
@Reimacaco-f8p,@TodynhoSilva,2
@nezukotoquinha1479,@lucienefraga5174,1
@Nagiik,@a1uffy,2
@Ikiy1236-i5h,@a1uffy,2
@Sir_Cole,@a1uffy,2
@LemonPepperOfficial,@a1uffy,2
@ily-shadow-milk-cookie,@a1uffy,2
@Hiper0baconBacon,@a1uffy,1
@Zchin7xOrigins,@a1uffy,1
@comasosalesman,@a1uffy,1
@VaniaGomes-i7,@a1uffy,1
@Albanus35,@a1uffy,2
@JânioNeto_FLIPACLIP,@a1uffy,1
@TheFabritube,@spam_mafas,1
@victorfernandes8379,@tarcisiobarros2203,1
@denn-CLOCKWORKORANGE4974,@tarcisiobarros2203,1
@TheofiloJorge,@AlvaroKunrath-d6g,1
@denn-CLOCKWORKORANGE4974,@ProblemsVerdeof,1
@Tubekkj,@MD_BALADEIRO,1
@MD_BALADEIRO,@MD_BALADEIRO,1
@Reimacaco-f8p,@MD_BALADEIRO,1
@Tubekkj,@Dhuliasantos-v9t,1
@Tubekkj,@JOSERAFAELFERNANDESPEREIRA,1
@Tubekkj,@cereja_bloxx,1
@cereja_bloxx,@cereja_bloxx,1
@Reimacaco-f8p,@cereja_bloxx,1
@Tubekkj,@SKjpg,1
@Tubekkj,@IsaqueLima-i1k,1
@QuintetoFofura,@IsaqueLima-i1k,1
@userthbarbosa,@laelsonborges-q5i,2
@laelsonborges-q5i,@laelsonborges-q5i,1
@Tubekkj,@laelsonborges-q5i,1
@Reimacaco-f8p,@laelsonborges-q5i,1
@DakiniDaya,@vendedordepicole5924,1
@The_Top99,@factsoflife-j5k,1
@esqueletoroqueiro,@factsoflife-j5k,1
@factsoflife-j5k,@factsoflife-j5k,1
@Meli.yessir,@davizinmilgraudavizin,2
@jogosgames000,@davizinmilgraudavizin,1
@gustavofonseca2019,@Labeba.x,1
@adrianvantasset8081,@Labeba.x,1
@kellyedward-y4m,@Gil-w9t,1
@Rei_Bluel,@Gil-w9t,1
@FlameksoYToficial,@Gil-w9t,1
@Shippuuden-Neji,@claupersouza4347,1
@QuintetoFofura,@rosilene3541,1
@kellyedward-y4m,@flaviacristinabiagiottidas7720,1
@flaviacristinabiagiottidas7720,@flaviacristinabiagiottidas7720,1
@Reimacaco-f8p,@flaviacristinabiagiottidas7720,1
@MaryUwU774,@ThalissonAlmeida-g1i6c,1
@Rei_Bluel,@ThalissonAlmeida-g1i6c,1
@QuintetoFofura,@ThalissonAlmeida-g1i6c,1
@Rei_Bluel,@LorenzoBreder-f2u,1
@mnleal,@ricardomorreria5877,1
@nindevus,@ricardomorreria5877,1
@bot-c5n,@GeovannaVictoria-e2k,1
@GeovannaVictoria-e2k,@GeovannaVictoria-e2k,3
@Nauak85,@GeovannaVictoria-e2k,1
@kellyedward-y4m,@GeovannaVictoria-e2k,1
@Nauak85,@MuriloAugusto-f3e,1
@Reimacaco-f8p,@catalystx7,1
@catalystx7,@catalystx7,1
@okdjie,@Kalebe9,1
@catalystx7,@Kalebe9,1
@bolseirofrodo389,@Kalebe9,1
@kellyedward-y4m,@Kalebe9,1
@Eva-Mina,@petruciobatistadasilva741,1
@Razor-ho1dw,@valed7637,1
@fire_in_ratti,@fire_in_ratti,1
@alexjbarbosa,@allandmoraesm,1
@Razor-ho1dw,@allandmoraesm,1
@Luciano-jg5ws,@homemcevadis,1
@Nauak85,@homemcevadis,1
@Luciano-jg5ws,@yarlei-c,1
@MaryUwU774,@yarlei-c,1
@adrianvantasset8081,@gon6alves2001,1
@gon6alves2001,@gon6alves2001,2
@DakiniDaya,@gon6alves2001,1
@PedroHenriqueFerreiradaSil-i4k,@Skibid_aizen,1
@adrianvantasset8081,@ArthurCampos100,1
@egleromeiro,@professoradebebêrebon,1
@lojinhadebrainrots,@FernandaAparecidadaSilva-u1d,1
@egleromeiro,@RuanTarrãoMartins,1
@lilisk8r,@Urumashun24,1
@igorklp-16,@joao20256,1
@myself6360,@danielaprado7718,2
@egleromeiro,@danielaprado7718,1
@adrianvantasset8081,@danielaprado7718,1
@egleromeiro,@LídiaFelixvieiraSouza,1
@egleromeiro,@deborablois6250,1
@adrianvantasset8081,@deborablois6250,1
@afiliadaglow,@Lostonsaturn,1
@Lostonsaturn,@Lostonsaturn,1
@JalaJapinha,@RozineideRosa,1
@egleromeiro,@amandabeatriz9124,1
@meucantinho4851,@BeatrizLima-b9o,1
@egleromeiro,@BeatrizLima-b9o,1
@caca.r9661,@lucianahilmaferreira7970,1
@SEGUNDOCONSTA,@lucianahilmaferreira7970,1
@GOJO_EDITZ-j1w,@o.pedro_ferreirakp,1
@alex_12340,@o.pedro_ferreirakp,5
@Pantera_Rbx,@o.pedro_ferreirakp,1
@o.pedro_ferreirakp,@o.pedro_ferreirakp,4
@QuintetoFofura,@luissantana9696,1
@RodrigoMoreira-td7oj,@jacielofc6272,1
@VitorEmanuel001,@Yasmii_mimi,2
@carloscarneiro7226,@Yasmii_mimi,1
@Trelozttkofc22,@Yasmii_mimi,2
@Gikazs,@Yasmii_mimi,1
@RodrigoMoreira-td7oj,@Yasmii_mimi,1
@Trelozttkofc22,@SaraNascimento-o5n,1
@alex_12340,@SaraNascimento-o5n,1
@VitorEmanuel001,@Canaldajulia-o7w,1
@HARRY_KANE_SEU_PAI,@JeanCarlo-r2c,1
@JeanCarlo-r2c,@JeanCarlo-r2c,3
@pedrinnoherobrinepvp751,@JeanCarlo-r2c,1
@VitorEmanuel001,@parkjimina7947,1
@Dona_Moon,@neidypacheco5758,1
@QuintetoFofura,@neidypacheco5758,1
@andressakelly7270,@Mundoencantado-z7m1c,1
@adrianvantasset8081,@Mundoencantado-z7m1c,1
@gamer25gm33,@amanda-f9o6m,1
@gamer25gm33,@AyllaHelena-h1t,1
@fy8147,@AyllaHelena-h1t,1
@AmauriDinizio,@AyllaHelena-h1t,1
@adrianvantasset8081,@AyllaHelena-h1t,1
@TorresmoZyce,@AyllaHelena-h1t,1
@Grkmnfr,@alinelucena6803,1
@VitoriaCamile-yb9rm,@jean8520,1
@DaviJoseSousa,@DaviJoseSousa,1
@MonografiaGhj,@M4scco,1
@ivi8060,@ANARK63,1
@Carlos-y4p2o,@ANARK63,1
@Lucas-vd2gx,@Manu2013MV,1
@isaacsiilver,@Manu2013MV,1
@joycekelly1762,@Manu2013MV,1
@RafaelM.Q,@Manu2013MV,1
@adrianvantasset8081,@Manu2013MV,1
@CarloseduardoSilvanunes-s3w6w,@CarloseduardoSilvanunes-s3w6w,2
@Victor999kkk,@CarloseduardoSilvanunes-s3w6w,1
@Lucas-vd2gx,@CarloseduardoSilvanunes-s3w6w,1
@Lucas-vd2gx,@RuteRuteMota,1
@MiloFriburguense,@rosangelacleiadasilva8964,2
@laioribeiro1046,@rosangelacleiadasilva8964,1
@Lucas-vd2gx,@Dimiciee,1
@laioribeiro1046,@JoaoLucasLyrics,1
@hellencristine273,@JoaoLucasLyrics,1
@LalahfãdemdtLinn-v4r,@JoaoLucasLyrics,1
@igorklp-16,@JoaoLucasLyrics,1
@Lucas-vd2gx,@marileidecarmo4283,1
@Lucas-vd2gx,@rubendomingues241,1
@Lucas-vd2gx,@JoseFranciscoDeOliveiran-sg9gt,1
@TorresmoZyce,@JoseFranciscoDeOliveiran-sg9gt,1
@Lucas-vd2gx,@MiguelDosreisbritonascimento,2
@Lucas-vd2gx,@Lorenzoof,1
@ThiagoAlmeida007,@MiguelDosreisbritonascimento,1
@QuintetoFofura,@MiguelDosreisbritonascimento,1
@mabiasilveira2468,@anabeatriz-m4x7p,1
@ivi8060,@anabeatriz-m4x7p,1
@Kuroshovskivarovikisywi,@doutorstars8093,1
@ivi8060,@doutorstars8093,1
@Lucas-vd2gx,@IzabellalemosnascimentoBella,1
@IzabellalemosnascimentoBella,@IzabellalemosnascimentoBella,2
@ivi8060,@familiarangel371,1
@IsraelVictorCordeiroGama,@familiarangel371,1
@TorresmoZyce,@testeme,1
@92ducacatuta,@AnnyKarolineSantosSilva-f3e,1
@zdudaxx,@AnnyKarolineSantosSilva-f3e,1
@Kuroshovskivarovikisywi,@AnnyKarolineSantosSilva-f3e,1
@mabiasilveira2468,@AnnyKarolineSantosSilva-f3e,1
@Lucas-vd2gx,@AnnyKarolineSantosSilva-f3e,1
@adrianvantasset8081,@AnnyKarolineSantosSilva-f3e,1
@Kuroshovskivarovikisywi,@LudmillaRodrigues-l4d,1
@mabiasilveira2468,@LudmillaRodrigues-l4d,1
@Lucas-vd2gx,@sonnesun2012,1
@ivi8060,@sonnesun2012,1
@ivi8060,@priscillarfs,1
@Kuroshovskivarovikisywi,@LenildeSCampos,1
@mabiasilveira2468,@LenildeSCampos,1
@Lucas-vd2gx,@LenildeSCampos,1
@WendaKitteeyYT,@LucasMiguel-j2r,1
@mabiasilveira2468,@LucasMiguel-j2r,1
@Lucas-vd2gx,@LucasMiguel-j2r,1
@Lucas-vd2gx,@luisacruz6186,1
@ax7miguelkkj,@ax7miguelkkj,1
@daniloamaranto3183,@ax7miguelkkj,1
@04ooophfifbbb,@ax7miguelkkj,1
@Lucas-vd2gx,@ax7miguelkkj,1
@QuintetoFofura,@ax7miguelkkj,1
@nichrai,@Katlen0099,1
@daniloamaranto3183,@Katlen0099,1
@Lucas-vd2gx,@Katlen0099,1
@Lucas-vd2gx,@tiagopires8999,2
@tiagopires8999,@tiagopires8999,2
@Carlos-y4p2o,@tiagopires8999,1
@MiloFriburguense,@fabioluna2952,1
@MrStephen-v7c,@fabioluna2952,3
@mariasocorroalvesdocarmo1285,@fabioluna2952,1
@ALEFI_MEDEIROS,@fabioluna2952,1
@pigletBR,@fabioluna2952,2
@Grkmnfr,@fabioluna2952,1
@honoratoantonioescrivaojr4812,@fabioluna2952,1
@saylennn,@lilyth682,1
@lilyth682,@lilyth682,1
@lucasbad8586,@lilyth682,1
@daniloamaranto3183,@wesleyrafaelsousa19,1
@lana_htts,@dalvadivinadias4867,1
@m29ws,@paulophelps9192,1
@daniloamaranto3183,@paulophelps9192,1
@jozzelito,@paulophelps9192,1
@daniloamaranto3183,@DaviSantos-c2i4o,1
@mabiasilveira2468,@DaviSantos-c2i4o,2
@Labenardo,@DaviSantos-c2i4o,1
@m29ws,@DaviSantos-c2i4o,1
@mabiasilveira2468,@GrazielaSilva-zs9dx,1
@m29ws,@GrazielaSilva-zs9dx,1
@Lele_ofcial,@mariadias1373,1
@Perz.1900,@mariadias1373,1
@BrunaSantos-ii6bg,@mariadias1373,1
@hellencristine273,@mariadias1373,1
@lucas.sampaiotr,@FelipeDungas,1
@daniloamaranto3183,@FelipeDungas,1
@swasfutebol,@FelipeDungas,1
@Math-2791,@fabricioaparecidoribeirope7341,1
@daniloamaranto3183,@fabricioaparecidoribeirope7341,1
@lucas.sampaiotr,@marianascimento8407,1
@iD3Void,@marianascimento8407,1
@mabiasilveira2468,@gosdydoceconfeitaria,1
@mabiasilveira2468,@BabiiiiGomesss,1
@adrianvantasset8081,@Samuelegh-x9c,1
@daniloamaranto3183,@concordoele,1
@Andre-o9t9t,@Acerola-nd8fg,1
@LuísaDomingues-e2j,@petersonpereirablox4986,2
@RethusOFC,@petersonpereirablox4986,1
@daniloamaranto3183,@laura100noçao,1
@RethusOFC,@dKlucy1702,1
@m29ws,@dKlucy1702,1
@daniloamaranto3183,@PedroGuilherme-k6m,1
@bernardocarneiro8871,@jhefersonwm,2
@LuísaDomingues-e2j,@jhefersonwm,1
@RethusOFC,@jhefersonwm,1
@daniloamaranto3183,@jhefersonwm,1
@RethusOFC,@capivara_5u8,2
@swasfutebol,@capivara_5u8,1
@m29ws,@paulotorres1_,1
@LuísaDomingues-e2j,@MATTEO-e2t3b,1
@RethusOFC,@MATTEO-e2t3b,1
@wsmartcell,@MATTEO-e2t3b,1
@MATTEO-e2t3b,@MATTEO-e2t3b,1
@LuísaDomingues-e2j,@patriciaaparecida8098,1
@daniloamaranto3183,@patriciaaparecida8098,1
@adrianvantasset8081,@patriciaaparecida8098,1
@RethusOFC,@BetoCouto-e7b,1
@hugopatatas,@ErasCraft,1
@ErasCraft,@ErasCraft,2
@RethusOFC,@ErasCraft,1
@LuísaDomingues-e2j,@biah_brum_027,1
@Acerola-nd8fg,@RobertoDiAguiar,1
@LuísaDomingues-e2j,@jvarthurcostasilva,1
@RethusOFC,@jvarthurcostasilva,3
@swasfutebol,@jvarthurcostasilva,2
@LuísaDomingues-e2j,@SoniaVenturieri,1
@Claos-il6lk,@SoniaVenturieri,1
@sidineiaaparecidasantossan728,@sidineiaaparecidasantossan728,1
@Miguel_zts10,@sidineiaaparecidasantossan728,2
@RethusOFC,@sidineiaaparecidasantossan728,1
@RethusOFC,@NickGomes_19,1
@xandy1ms,@francy_poli,1
@francy_poli,@francy_poli,1
@20thcentury_toy,@francy_poli,1
@movimento-j5w,@francy_poli,1
@bomed-d5y,@mfrlala,1
@Miguel_zts10,@mfrlala,1
@RethusOFC,@mfrlala,1
@RethusOFC,@madsonjunior2768,1
@RethusOFC,@segredos_douniverso,1
@taffareeel,@lucajes8,1
@lucajes8,@lucajes8,1
@Carlos-y4p2o,@lucajes8,1
@Senna258,@MariaSilva-y1j1t,1
@Miguel_zts10,@JorgeAbilio-gd2bs,1
@DMLakkah,@BACONZINHO_YT122,1
@kaiqueunlikely6325,@BACONZINHO_YT122,1
@RethusOFC,@BACONZINHO_YT122,1
@DMLakkah,@detetiveleo9817,1
@Pluplu,@Josy-i1h,1
@DMLakkah,@Josy-i1h,1
@RethusOFC,@Josy-i1h,1
@jmsm_pt355,@MariaLucieneDaSilva-r1n,1
@Acerola-nd8fg,@MariaLucieneDaSilva-r1n,1
@F4POX,@Kitty_Hello_YT,1
@Guashe-m7o,@Kitty_Hello_YT,1
@DMLakkah,@Kitty_Hello_YT,1
@Acerola-nd8fg,@Kitty_Hello_YT,1
@RethusOFC,@Kitty_Hello_YT,1
@Acerola-nd8fg,@YagoSousa-fp6nk,1
@Acerola-nd8fg,@Jacintopinto-n7j,2
@RethusOFC,@Jacintopinto-n7j,2
@RafaelZeusChannel,@elizethgomes3622,1
@Acerola-nd8fg,@joaomiguelrozapaludeto8788,1
@RethusOFC,@joaomiguelrozapaludeto8788,1
@Dester67,@sebastiaobarbosa8660,1
@AraujoMartins-l3f,@sebastiaobarbosa8660,1
@FBITokyo-eb1od,@sebastiaobarbosa8660,1
@adrianvantasset8081,@sebastiaobarbosa8660,1
@Acerola-nd8fg,@ManuelaMigliorini,1
@RethusOFC,@ManuelaMigliorini,1
@Comunista_Enrustida6378,@DaviLucas-n6v7e,1
@RethusOFC,@DaviLucas-n6v7e,1
@JACK_GOOD,@caucaia-v9p,1
@CauaAMJ,@caucaia-v9p,1
@Acerola-nd8fg,@JaciaraSantos-c9d,1
@Acerola-nd8fg,@GigiFreitas09,1
@Acerola-nd8fg,@fabielebeniciano683,1
@SAMUBrawl-i2k,@gustavobazan5520,1
@JoãoVictorBartah,@ApenasMemes-0,1
@Comunista_Enrustida6378,@ApenasMemes-0,1
@gabriela_xy,@ApenasMemes-0,1
@Acerola-nd8fg,@ApenasMemes-0,1
@euthzinn,@euthzinn,1
@tay-oops,@leandrosantosdasilva7654,1
@gabriela_xy,@leandrosantosdasilva7654,1
@JoãoVictorBartah,@lhinaymarques7374,1
@KaluPT17,@DanieleMoraisdaSilva-c7o,1
@Thai-dz8co,@DanieleMoraisdaSilva-c7o,1
@Evx_e,@DanieleMoraisdaSilva-c7o,1
@adrianvantasset8081,@DanieleMoraisdaSilva-c7o,1
@VerdadeRealidade-q8w,@limeilin444,1
@GuilhermeAlmiro,@limeilin444,1
@KaluPT17,@LorenzoBarcelos-b5x,1
@F4POX,@LorenzoBarcelos-b5x,1
@gabriela_xy,@RomarioBatista-y1j,1
@adrianvantasset8081,@vanessasouzacampos6790,1
@Acerola-nd8fg,@gabrielvalory3339,1
@Guiz-m6w,@josearnaldopereira7897,1
@micaelcarlos,@josearnaldopereira7897,1
@Acerola-nd8fg,@josearnaldopereira7897,1
@Guiz-m6w,@leandroj_7,1
@mabiasilveira2468,@dajjal6672lotta,1
@Guiz-m6w,@CheronLeite-w2u,1
@Guiz-m6w,@souJUDEU,2
@souJUDEU,@souJUDEU,1
@adrianvantasset8081,@Julio_Games1,1
@adrianvantasset8081,@tiffanyglitterizada,2
@tiffanyglitterizada,@tiffanyglitterizada,1
@adrianvantasset8081,@Paulocesarferreira-t9y,2
@Paulocesarferreira-t9y,@Paulocesarferreira-t9y,1
@p3drot1ktok,@Brazil-SJC,1
@aloi4,@Brazil-SJC,1
@OLEAKA,@Brazil-SJC,1
@adrianvantasset8081,@hellenpimentel7906,1
@adrianvantasset8081,@alineblanca,1
@genildoalves9023,@ArthurSouza-hp4um,1
@NativeAmazonian,@ArthurSouza-hp4um,1
@adrianvantasset8081,@ArthurSouza-hp4um,1
@soomeoneinsoomewhere,@Sophia_frança2,2
@_djlucaozs,@Sophia_frança2,1
@joaoreis6701,@Sophia_frança2,1
@adrianvantasset8081,@AnaPaula-ol7wo,1
@adrianvantasset8081,@2min..skzzzz,1
@tiffanyglitterizada,@Maga_gata,2
@adrianvantasset8081,@Maga_gata,1
@JORDANSportclub,@JORDANSportclub,2
@_djlucaozs,@luciaaparecida7589,1
@_djlucaozs,@Anaeloyza27,1
@F4POX,@Anaeloyza27,1
@liacozer,@veronicaandrade2288,1
@Okkyll,@SophiaemahuelleFernandesSophia,1
@liacozer,@SophiaemahuelleFernandesSophia,1
@EduxxMusic,@SophiaemahuelleFernandesSophia,1
@GuilhermeAlmiro,@VSvandeVS,1
@liacozer,@williermatos8297,1
@paofrances2489,@amonmatheus2744,1
@adrianvantasset8081,@titiobarao,1
@liacozer,@francellypereira3300,1
@liacozer,@DavizinhoLukas,1
@liacozer,@Drestzera,1
@Nozzarashy,@KayroMaia7,1
@zaza1237,@KayroMaia7,1
@titiobarao,@KayroMaia7,1
@liacozer,@Calil_1_,1
@titiobarao,@EnzoAraujo-j2s,1
@Okkyll,@EnzoAraujo-j2s,1
@ApenasMemes-0,@EnzoAraujo-j2s,1
@gabrielapupo7573,@gabrielapupo7573,1
@Jp-g4cy,@gabrielapupo7573,1
@Jp-g4cy,@AnaCarolina-yn1ux,1
@wiper_2761,@AnaCarolina-yn1ux,1
@Edit.ff.2M,@Edit.ff.2M,1
@Okkyll,@Edit.ff.2M,1
@Jp-g4cy,@IsabelGaudeda,1
@titiobarao,@IsabelGaudeda,1
@wiper_2761,@KERFE-n2c,1
@JoãoVictorBartah,@KERFE-n2c,1
@Jp-g4cy,@JulianoSantos-z1k,1
@BaygonLedroc,@NandinhoMikaell,1
@RethusOFC,@NandinhoMikaell,1
@JoãoVictorBartah,@NandinhoMikaell,1
@Jp-g4cy,@GiseleBarreto-g8l,1
@Felipinh-1,@josyluz938,2
@HitlerGaymes123,@rikaminski,1
@bielff3859,@lucianamottalu2570,1
@JoãoVictorBartah,@lucianamottalu2570,1
@JoãoVictorBartah,@claudiapegorarovigo3933,2
@Jp-g4cy,@AnaLopes-s1o,1
@Jp-g4cy,@sophiaRodrigues-y1e2s,1
@GonçaloCardoso-w4s,@Adiano355,4
@RethusOFC,@Adiano355,1
@RethusOFC,@AdelsonbispoBispo,1
@Jp-g4cy,@AdelsonbispoBispo,1
@JoãoVictorBartah,@JoaoSantos-i6v,1
@ApenasMemes-0,@JoaoSantos-i6v,1
@GonçaloCardoso-w4s,@JoaoSantos-i6v,3
@bielff3859,@JoaoSantos-i6v,1
@RethusOFC,@JoaoSantos-i6v,2
@Jp-g4cy,@JoaoSantos-i6v,1
@Twinpyyoh,@user-sh2es4bo7f,1
@Okkyll,@user-sh2es4bo7f,1
@Nioniolion,@YagoGabriel-hz8hc,1
@adrianodemoraes1390,@YagoGabriel-hz8hc,1
@Twinpyyoh,@YagoGabriel-hz8hc,1
@JoãoVictorBartah,@YagoGabriel-hz8hc,1
@Jp-g4cy,@YagoGabriel-hz8hc,1
@adrianodemoraes1390,@Guilhermestu,1
@Nēčtøryx,@EduardoSouza-p3d,1
@Nioniolion,@EduardoSouza-p3d,1
@Jp-g4cy,@EduardoSouza-p3d,1
@Kenybred,@WallacedaviPantoja,1
@Nēčtøryx,@WallacedaviPantoja,1
@Nioniolion,@WallacedaviPantoja,1
@Jp-g4cy,@WallacedaviPantoja,1
@Nēčtøryx,@AlexandraFerreira-sl6pv,1
@Jp-g4cy,@AlexandraFerreira-sl6pv,1
@Jp-g4cy,@victoriafelix1041,2
@Nēčtøryx,@guilhermefisher1409,1
@Twinpyyoh,@guilhermefisher1409,1
@Jp-g4cy,@guilhermefisher1409,1
@titiobarao,@guilhermefisher1409,1
@Kenybred,@victoriafelix1041,1
@Faz_Wely,@EnzoGabrielRomao-q4n,1
@dendrobium4831,@EnzoGabrielRomao-q4n,1
@Nioniolion,@EnzoGabrielRomao-q4n,1
@lariel-olim,@EnzoGabrielRomao-q4n,1
@Jp-g4cy,@EnzoGabrielRomao-q4n,1
@Okkyll,@EnzoGabrielRomao-q4n,1
@Faz_Wely,@edeilsongomes3795,1
@Nioniolion,@edeilsongomes3795,1
@Twinpyyoh,@edeilsongomes3795,1
@Jp-g4cy,@edeilsongomes3795,1
@Nioniolion,@JulliaFerreira-e8j,1
@Anyh23,@TomasGyokeres,1
@TomasGyokeres,@TomasGyokeres,1
@Nioniolion,@TomasGyokeres,1
@Jp-g4cy,@TomasGyokeres,1
@Nēčtøryx,@RuannZomoraa,1
@RuannZomoraa,@RuannZomoraa,1
@Nioniolion,@RuannZomoraa,1
@Comunista_Enrustida6378,@jhonmilers1245,1
@Anyh23,@jhonmilers1245,2
@Kenybred,@jhonmilers1245,1
@Nioniolion,@jhonmilers1245,1
@Jp-g4cy,@jhonmilers1245,1
@jhonmilers1245,@jhonmilers1245,4
@Nēčtøryx,@Rosinhas_oficial19,1
@Nioniolion,@Rosinhas_oficial19,1
@Jp-g4cy,@Rosinhas_oficial19,1
@Jp-g4cy,@steffersonhelohan1583,1
@Nēčtøryx,@EmillyVitóriaAlmeidaDornelles,1
@Comunista_Enrustida6378,@EmillyVitóriaAlmeidaDornelles,1
@Kenybred,@EmillyVitóriaAlmeidaDornelles,1
@Nioniolion,@EmillyVitóriaAlmeidaDornelles,1
@Jp-g4cy,@EmillyVitóriaAlmeidaDornelles,2
@EmillyVitóriaAlmeidaDornelles,@EmillyVitóriaAlmeidaDornelles,2
@Comunista_Enrustida6378,@ThaylaOliveira-c3s,1
@Anyh23,@ThaylaOliveira-c3s,1
@Jp-g4cy,@ThaylaOliveira-c3s,1
@Anyh23,@ArielleCrícia,1
@Kenybred,@ArielleCrícia,1
@Nioniolion,@ArielleCrícia,1
@Jp-g4cy,@ArielleCrícia,1
@Comunista_Enrustida6378,@lucianodasilveira6373,1
@Nioniolion,@lucianodasilveira6373,1
@Jp-g4cy,@lucianodasilveira6373,1
@titiobarao,@lucianodasilveira6373,1
@COLONIZADORTtk,@ElisangelaAlmeidadeDeus,1
@Anyh23,@ElisangelaAlmeidadeDeus,1
@Nioniolion,@ElisangelaAlmeidadeDeus,1
@Jp-g4cy,@ElisangelaAlmeidadeDeus,2
@Comunista_Enrustida6378,@ElisangelaAlmeidadeDeus,1
@raio9557,@kath-s5y,3
@ninguem0000,@kath-s5y,1
@COLONIZADORTtk,@kath-s5y,2
@Comunista_Enrustida6378,@kath-s5y,1
@Felipinh-1,@kath-s5y,3
@Jp-g4cy,@kath-s5y,1
@kath-s5y,@kath-s5y,2
@AltayrBarilleNeto,@werneroliveira6712,1
@Comunista_Enrustida6378,@werneroliveira6712,1
@werneroliveira6712,@werneroliveira6712,2
@Jp-g4cy,@werneroliveira6712,1
@SantanaWithout4,@leonornascimento3119,1
@Jp-g4cy,@leonornascimento3119,1
@SantanaWithout4,@zéeduxRLK,1
@Gundaegirll,@zéeduxRLK,1
@ninguem0000,@zéeduxRLK,1
@Comunista_Enrustida6378,@zéeduxRLK,1
@Anyh23,@zéeduxRLK,1
@SantanaWithout4,@heypare_seloko,1
@Gundaegirll,@heypare_seloko,1
@SantanaWithout4,@Matheus-xu6iy,1
@Comunista_Enrustida6378,@Matheus-xu6iy,1
@SantanaWithout4,@jhonatanbarbosa682,1
@SantanaWithout4,@RafaelSousa-w4y,1
@Nēčtøryx,@RafaelSousa-w4y,1
@geovani2708,@geovani2708,1
@SantanaWithout4,@Lilith_minegirl,1
@Comunista_Enrustida6378,@wandersonsouza-u8p,1
@EduxxMusic,@cesaresparda1407,1
@cesaresparda1407,@cesaresparda1407,1
@Natalia-ru4zf,@Hshourger,1
@Gundaegirll,@Hshourger,1
@dendrobium4831,@Hshourger,1
@AnaMariaFigueiróPelegrini,@AnaMariaFigueiróPelegrini,1
@Luca-ux7ko,@EmmilySilva-e5d,1
@Natalia-ru4zf,@Bilhero2,1
@A_brechonista4.0,@RotinadaLalah,1
@levimarturano5543,@RotinadaLalah,1
@RotinadaLalah,@RotinadaLalah,1
@SAMUBrawl-i2k,@RotinadaLalah,1
@diegoaraujo-g1z,@RotinadaLalah,1
@theredfox123de-novo,@RotinadaLalah,1
@Okkyll,@PrimadaTP,1
@Guycalva,@lennysilva7342,1
@eaedinonerdjogos,@evelynparreira,1
@Phantom-kf9ck,@evelynparreira,1
@eaedinonerdjogos,@AliceFerreira-yg1mf,1
@dendrobium4831,@AliceFerreira-yg1mf,1
@ApenasMemes-0,@dunhaozao,1
@dendrobium4831,@dunhaozao,1
@Okkyll,@dunhaozao,1
@Estúdio-k5z,@pablofreitas2337,1
@vitorianunes1293,@Valdenor-i7k,1
@Estúdio-k5z,@Valdenor-i7k,2
@ApenasMemes-0,@Valdenor-i7k,2
@dendrobium4831,@Valdenor-i7k,1
@manopingui,@cicelandiabarbosa3209,1
@dendrobium4831,@cicelandiabarbosa3209,1
@Estúdio-k5z,@Particoque,3
@Particoque,@Particoque,1
@Estúdio-k5z,@AliceSoares-h8j,1
@dendrobium4831,@AliceSoares-h8j,1
@rubenssousaoliveira5766,@churrasdefeto,1
@churrasdefeto,@churrasdefeto,2
@Natalia-ru4zf,@churrasdefeto,1
