id,total_comments,total_replies_received
@zxarion,1,0
@canalgamemax,1,0
@elisabethbatista9411,1,0
@antoniel010,1,0
@laisacipriano3266,1,0
@2356-s,4,4
@tiagodantastd7,0,0
@angelicasantana1867,1,0
@cjacobucci,1,0
@goodplaybr8344,1,0
@lecp2024kgl,1,0
@NETORIBASMDSMUNDODOSAMBA,1,5
@KAL980,0,0
@daniloaraujodeoliveira5504,0,0
@michelebezerra6870,0,0
@grasielamambrini4216,0,0
@rmmyy,1,0
@DouglasLopes-dt3dm,1,0
@CristhianeRuisfalvoGama,1,0
@Mardikuz,1,0
@fabianacarolina273,1,0
@Edimarcus,1,0
@jonathan-ce4120,1,0
@JoseildaAraújoBuscadora,1,0
@noilivansin2206,1,0
@PatriciaSantos-fv2nj,1,0
@elisangelabrito4603,1,0
@JoaoPedro-fb2ck,1,0
@rodrigobarbosa3235,1,0
@janyneneves2648,1,0
@Marcos-r4j6q,1,2
@marcusdangelo1904,1,0
@annecaroline3238,1,0
@LeandroSouza1980,1,0
@Grazigarcia98,1,0
@taayjordao4482,1,0
@Dhaenys_9,2,0
@ivoniragomes6186,1,0
@arnaldoshaun3935,1,0
@kauanpablosousa,1,0
@carlosduarte561,1,2
@Camilly-g4i,1,0
@adrianaarrudaa,1,0
@morgana123-u1i,1,0
@nilmeralvessilva1117,4,0
@almariana_r,1,0
@valeriamariadominguetifari7079,1,0
@ledianepassos3866,1,0
@JakelineHammer,1,0
@jeaneazevedo9959,1,0
@AmandaEves-p3x,1,0
@Isabellah_amor,1,0
@adolfobarros1987-l5t,1,0
@vaniabatista7305,1,0
@Piratinha_a_raposa,2,0
@nathalmeida4943,1,0
@Misiacaroline001,1,0
@alinerodrigues1179,1,0
@WesleySilva-v1h,1,0
@MarlonNascimento-,1,0
@andressarezende3530,1,0
@Narutin-FFx,1,0
@jeordanaribeiro5846,1,0
@dalvanetefreitas4160,1,0
@EmanuelleSilva-j1v,1,0
@canaldopinhaoreideobra9260,1,0
@HillianSouzaAlves,1,0
@fabianakroni7827,1,0
@mateusrocha531,1,0
@mariaritacavalin2681,1,0
@nyquitt,1,0
@claudiaandrade23,1,0
@insiderFL4,1,1
@dayvid182,1,0
@deboraverissimo8678,1,0
@Rubinho-l1u,1,0
@CarteiraDeTrabalho-h8e,1,0
@Milena-mg,1,0
@MicheleCarolina-c7i,2,0
@andreiamaria533,1,0
@suelimarquezini1995,1,0
@leilaborges6171,1,0
@SrMBRq,1,0
@luizfernandobarbosadasilva4236,1,0
@cassiagaribalde7348,1,0
@Gustavos.com.,1,0
@mknobre,1,0
@monicamartins9701,1,0
@widelysena1267,1,0
@McSilvaZn,1,0
@scarmz21,1,1
@APiovesan1,1,0
@itz_cookie10-y,1,0
@RebecaTiciane,1,0
@daynuss97,1,0
@karinaingraca9123,1,0
@yorthon,1,0
@AmandaSilva-kq4wm,1,0
@rayanejohansson2462,1,0
@rafaelferreira-zi7de,1,1
@niidea288,1,0
@adrianasantos9905,1,0
@heliandrafigueiredo1384,1,0
@paulodemoraes106,1,0
@Yuriko-ic9k0,1,0
@faclubedaketlinoffoficial,1,0
@JacobTchauma,1,0
@Isabatatona,1,0
@luizfernandocard9535,1,0
@wesleylobao5280,1,0
@jefersonsilvasouza8116,1,0
@gilmaradossantos596,1,0
@reginaceliabrandaocence8870,1,0
@anuela450,1,0
@natallygregorio5683,1,0
@17-Døgg,1,1
@Anajuliamariaceciliaanhaej-f1u,1,0
@suzanaloyola442,1,0
@tdadio,1,0
@heyllasantiago5647,1,0
@FranciscoMonteiro-k1v,1,0
@JUMGATINA,1,0
@Mundodadiversão-w8z,1,0
@claudiacacaulouzadaqueiroz3683,1,0
@alinebraga8383,1,0
@mosassaurostudio,1,0
@ednolianunes4801,2,0
@karenkarenine,1,0
@DeusefielJoana,1,0
@simonne4183,1,0
@3RR0R363,1,0
@geovanediasdossantos8184,1,0
@AnaJulia-ts3vl,1,0
@wesleyfalcao343,3,0
@cidadordetto4625,1,0
@mariajoselia2036,1,0
@danielamontoro5664,1,0
@RosanaDecarvalhosouza-i5s,1,0
@rodrigomendes4763,1,0
@Sara_Videos-j7w,1,0
@Kiwizinho_X,1,0
@OnMiguelYTOFC4,1,0
@CarlosJoseSiroco-jm2oj,1,0
@AnaOliveira-g6j,1,0
@georgemaia1965,1,0
@tomdiassilva,1,0
@officialallannova8313,1,1
@Silva01121,1,0
@mbrangel20,1,0
@aparecidafigueiredo4924,2,0
@VinaMirela,1,0
@marciozamora643,1,0
@glubglub_bytanit,2,0
@Allanshark.,1,0
@Pvd_ceci_kitty,1,0
@milenapeleiramila7116,2,0
@izabelisquerdo490,1,0
@daniellekw4493,1,0
@Bedequeijo,2,0
@Draconic9988,1,0
@me.andreluis,1,0
@anthonyrezende-o4l,1,0
@SelenaNascimento-u9l,1,1
@ClaudneyFrancisco,1,0
@cristinagoebel9144,1,1
@BetinaFolgiariniChaves,1,0
@IvantuirDeSouza,2,0
@marciacalixto4934,1,0
@michelebusetti3270,1,0
@nunezzs,1,0
@SilviaFontoura-k1b,1,0
@reaçãovascainos,1,0
@janafranca3667,1,0
@sabrinapereira6471,1,0
@alinegarziera491,1,0
@Raullimagamer_10,1,0
@ClaudiaNascimento-p9w,1,0
@sun.5955,1,0
@paulom2805,1,0
@rogerioeugenio6383,1,0
@RDembowski,1,0
@ClaudiaLacchia,1,0
@dayydayane3756,2,0
@GabrielInácio-j4p,1,0
@CludiaRegina,1,0
@MariaEunice-c6v,3,0
@Igor-dk2zv,2,0
@tfazoli01,1,0
@marinaelias4845,1,1
@RitaNaacimento,1,0
@cricatavares126,1,0
@thiagom1603,1,0
@HenriquePereira-p7j,1,0
@crismartins1263,1,0
@claudialongo8652,2,0
@NARUTOU_COM_N,1,0
@LuisFelipe-mr8rd,1,0
@fernandacelinga8,1,0
@Eliasgilberto408,1,0
@japaplayz,4,0
@leandromesq657,1,0
@ManoelOliveira-ht5es,1,0
@mariaelianegoncalves7334,1,0
@LilieneTeixeira,1,0
@professoracintiabarudi8946,1,0
@edvirsonvieira2912,1,0
@IsadoraOliveira-i1m,1,0
@EvelynCarla-c9y,1,0
@EliasbjjRicardo,1,0
@luiofficial-001,1,0
@JuliaBonacio,1,0
@anaaraujo9112,1,0
@mistériomto,1,0
@migueltarifahoffman6387,1,0
@lyonlavadoeremido,1,0
@silvaniasyl9494,1,0
@MelissaMakiyafalcao-qw9tr,1,0
@izabelefernanda4793,1,0
@leticiasevero8987,1,0
@taloca-cl9,2,0
@amandamalafaia,1,0
@carolinaalcantarafarias3109,1,0
@xSérgioSantosx,1,0
@PauloVitor-fo1tx,1,0
@jerusadegliesposti3569,1,0
@LEOGEIMER-hy1el,1,0
@KimberllyLuisa-f4c,1,0
@AnaClaraPereira-u6r,1,2
@antonioregisbrandaodafonse892,1,0
@silsantos3564,1,0
@carloshaa3029,1,2
@anonimo7729-,0,0
@GilsonPantojateles,1,0
@Kiolai,1,0
@randerins,1,0
@gugu_mc,1,0
@renatafranciele527,3,0
@eraldograciano3262,1,0
@calopsito5985,1,0
@bella.trblo.b,1,0
@vevecardoso1,1,0
@CarlosDaniel-v2t,1,0
@Aoi_kocho_edits_sobre_tudo,2,0
@JovemcriadorIntelectual,1,1
@Raffaeucds2025,1,4
@diegokratos5278,0,0
@AlexSilva-g6b,1,6
@diariodousineiro,0,0
@Jeosousaa,0,0
@irismarinamartinslima550,1,0
@ray_348,1,0
@fabysantos9288,1,0
@tayaracnunes,1,0
@andersonmaciel3425,1,0
@bythewayiambot,1,0
@mateuslima4990,1,0
@diegopascoal6325,1,0
@GioJogasubscribe,1,0
@vitorianascimento56,1,0
@igorsottile9295,1,0
@vilmafatima7138,1,0
@jomarylira1834,1,0
@IvanildeBatistaBens,2,0
@MatheusAlvesdecarvalho-w5w,1,0
@M__Silva04695,1,0
@RenatoAlho-o5n,1,0
@adersonstanrleypeixotosant6757,1,0
@B127.89,1,0
@RoseliSantossilva-z8s,1,0
@zoroBaldness,1,0
@aquáriofilha2025,3,0
@leticiafaria_,1,0
@marciasantos6774,1,0
@KassinhoCaldeira,3,0
@douglassouza-rj1nm,1,0
@vanessasantos5813,1,0
@JeanRégis-p3h,1,0
@tassyanascala5453,2,1
@Maria-y8l8z,1,0
@fernandagasques674,1,0
@ferreira_gamer-f4x4c,1,0
@eduardaalessandra3408,1,0
@williangomes5731,1,0
@Mjcp360r,1,0
@keniarocha2866,1,0
@LucianoHuck-q6f3r,1,0
@JudinelFeuDias,1,0
@JeffersonOliveira-x2t,1,0
@themacfrents,1,0
@EduardoQueiroz-v7v,1,0
@miriampavez,1,0
@LavineGabrieledFerreiraSousaAr,1,0
@catredalpenha,1,0
@MF-wu1ke,1,0
@joaopedroalbernaz5745,1,0
@DaviSantana-v3e,1,0
@mariaauxiliadora8798,1,0
@jhoncarlajhony,1,0
@Edilsonmenezes-Albuquerque,1,0
@aparecidabarros2803,1,0
@rubensferreira8881,1,0
@Paulo_do_MIDIA_ATIVISTA,1,0
@TheBoyErickCb,1,0
@Nenod,1,1
@pedrodavi8770,1,0
@renanlucas7325,1,0
@Tuzzy_BonitaoDms,1,0
@KaiseFlxi,1,0
@rakergames6771,1,0
@iaschne,1,0
@ligiamouraligiagyn1810,1,0
@HellenaMessias,1,0
@motheana,1,0
@SMchips,1,0
@vanessaalmeida8208,1,0
@familiahpj6878,1,0
@MechiamoJunior,1,0
@FernandaPereiradesa-y6i2h,1,0
@xandrasand,1,0
@sidineiabiazoto6877,1,2
@VanessaCâmara-b9n,0,0
@liviamoura7019,1,0
@MayaraDomingues-b3d,1,0
@ridysmoraes3533,1,0
@escoladesaudemocional,1,0
@JúliaFerreira-c8b,1,0
@reginaldosouzacosta6378,5,3
@aquamlb_gacha_animation,0,0
@rodrigomoisinho2676,1,1
@luanfernandes8596,1,0
@hugomaia7174,1,0
@elizeucorrea245,1,0
@kelinhowuu,1,0
@vitóri-y7p,1,0
@EmillecristinaPurezacosta,3,0
@mateushenriqueborges,1,0
@joaoMarcelo-h8g5p,1,0
@BrunoHenrique-y2f,1,0
@alejandrofonseca5126,1,0
@lucasbergue4741,1,0
@benesantosjunior4448,1,4
@BeatrizAndrade-t1j,1,2
@sandrahortal2481,1,0
@conceicaoandrade1,1,0
@josealbertorosaponte7778,1,0
@cemirlima6345,1,0
@kassiaraposo,1,0
@elizabetepereiradasilveira2190,1,0
@tatycris1984,1,0
@gigi_filan,1,0
@jessicamello8323,1,0
@taniagadelha9650,1,0
@zcarchy,1,0
@marciamunizbrilhantedetole2707,1,0
@edneiabarbosadasilvaneia5704,1,0
@O_Rei_Eterno,1,0
@felipe-i4u5b,1,0
@joannadurand5498,1,0
@sofiaabalada6305,1,0
@claudetelima6296,1,0
@IohannaFrancis-o6r8m,1,0
@FabioSilva-vw4el,1,0
@BrunoSantos-i2q8o,1,0
@ranielysilvaa,1,0
@vinicius14692,1,0
@brunavieiranascimento3579,2,1
@Kaulitzlpx,0,0
@valeriadacostacorrea699,1,0
@fabiosilvestre5096,1,0
@UmaQualquer-ti1et,1,0
@yorranaramos3087,1,0
@anaredatora,1,0
@mateusrocha1007,1,0
@drica2499,1,0
@viniciusrangel7361,1,0
@adrianofernandesdefreitas7792,1,0
@JoãoHenriqueCorrêaCorrêa,3,0
@CleitonGadelha-p8n,1,0
@carlosceciliano8183,2,0
@FenixTintas-g6l,1,0
@emillycristine4313,1,0
@julianaajm,1,0
@eumesmo00155,1,0
@DMFMendes,1,0
@dinnie_ribeiro0,1,0
@Ofimosegames,1,0
@soniapires8322,1,0
@snike.sg7,1,0
@donicoimbra,1,1
@larissanazare6612,2,0
@ernestodanielrodriguezacun6118,1,0
@irmandadealmatica,1,0
@felipescamargo91,1,0
@irma0s_l1ma13,1,0
@JoanaVargas-b8d,1,0
@talisssonwjw,1,0
@benimaru-b1x,1,0
@niihribeiro7389,1,0
@juliatietzmann,1,0
@DemetriusOliveira-n2r,1,0
@marianices_art,1,0
@cheiroedinheiro,1,0
@ritacorreacalmon2319,1,0
@wellmoura389,1,0
@MarcosBruno-n1w,2,0
@AntoniaValdineia-wl2kv,1,0
@julianabertani7190,2,0
@chavemestra3956,1,0
@LUD_abacaxi,1,0
@marcolasplaysbr,1,0
@hftoledo,1,1
@brunazotellimourao3511,1,0
@elianebarbosa987,8,0
@ericaa7992,1,0
@michelemaues7159,1,0
@KeurySilva-m9i,1,1
@MrTchupam,1,0
@michellelima7704,1,0
@vitoria016-t5y,1,0
@nereideamorim6535,1,0
@MrJurandirsuper,1,0
@davidbaterista3785,1,0
@juniorlima8441,1,0
@daianaalvesdefreitas936,1,0
@carolmoura60,1,0
@elianamaltez,1,0
@Sylargm,1,0
@shicrazy33,1,1
@heartlya,0,0
@noelissimaimoveis,1,0
@rafaelarcanjocandido9835,1,0
@ney_das_edits-j4r,1,0
@alexandramf9596,3,0
@lollaoficialll,1,0
@Pvh-l1v,1,0
@juliaferreira3853,1,0
@Andréa.araujo-d9n,4,1
@antoniosantiagosantiago3389,1,0
@jairodossantos010,1,0
@gatobaiano7314,1,0
@sergiosantos9882,2,0
@duartinabrissos5046,1,0
@victorafonsomartinssobral7163,1,0
@KrystynaIrenaSokol,1,0
@waldecyalvesfeitosadeolive4299,3,0
@MarceloHenrique-t8q,1,0
@anamelorecife,1,0
@Isa_OFC-y6v,2,0
@raimundarodrigues4256,1,0
@vitorhugoHguof,1,0
@tifanyrodio2758,1,0
@lucienemaia8899,1,0
@helenlima13,1,0
@SaboresdaMimiMIPE,1,0
@lourys9953,3,0
@NajlaSilva-qs1ke,1,0
@VEGETA_EGO_SUPERIOR-10,0,0
@wilson4605,1,0
@priscilareis4906,1,0
@rosesantos5001,1,0
@deboracampos152,1,0
@kelvemffsoares7567,1,0
@jinlewis,1,0
@crisguidem2359,1,0
@SophiaSantos-u9w,1,0
@ThaísSouza-v8x,1,0
@Katia4360,2,0
@laysclemente9976,1,0
@PatriciaRodriguesdelima-r1h,1,1
@Nandohasjojo,0,0
@alexjoseborchardt,1,0
@pintawiz3379,1,1
@RaynaraMendes-n1t4j,1,0
@EveraldoJunior-o6p,1,3
@marcialacerda6945,1,0
@ellenmoraesaguirre4242,1,0
@juh_111-z8h,1,0
@Momo64764,2,0
@Reidocapa-444,1,1
@LuizGustavo-rv2nj,0,0
@NeuzaLuma,3,0
@LeonardoMiguel-f2c8k,1,0
@daniel5782,1,0
@amaurylimapb,1,0
@tionarutots332,1,0
@paulamelissabraga3054,1,1
@Fenixloja-bc2tr,1,0
@Jorge-zt3vl,1,1
@SophiaLayze-u1v,1,0
@mariaraquelaferreira9330,2,0
@FeijaoNoPratoCDTM,1,0
@mundogame-k7i,1,0
@ValdireneMonteiro-j2s,1,0
@avidlearner710,1,0
@Fofoleth09,1,0
@Arthurdoart,1,0
@ManuSousa-s4x,1,0
@laurentcatherine4532,1,0
@PrincesStarOfc,1,1
@jujubinhau,1,0
@mariagabriella-0321,1,0
@vitor-rck,1,0
@Danyellanobre1993,1,0
@doisemum2009,1,0
@alessandrajardim4715,1,0
@HeitorPereira-b4o,1,0
@barbaraperes7582,1,0
@maneskbrabo4588,1,0
@alzenypereira8048,1,0
@luiz-yp2mo,1,0
@naizaguimaraes4539,1,0
@ElinaldaMariadaConceiçãoMaria,1,0
@dinora-santos,1,0
@LeonardoPereira-j1b,1,0
@gabrielmanicoba7018,2,0
@laysah_aesthetic,1,0
@jpdb_xl,1,0
@fabioliradasilvalira3725,1,2
@naramachado1663,1,0
@andreluizalvescardosovieira,1,1
@ingriddavi9541,1,0
@dodofn6076,1,0
@fernandacalazans5951,1,0
@IrisClara-w8j,1,0
@antonioraimundo8789,1,0
@mestreseba6164,1,0
@Eduardosilva.cor74,1,0
@joycecoelho2050,1,0
@Chandelleeee23333,1,0
@JuniorCarvalho-l4k,1,0
@elielamaral3520,2,1
@Astronino-c3v,1,0
@Joycejazzart,1,0
@deboracastilho6451,1,0
@Pezaocarmopolitano,1,0
@kaue-g5j,2,1
@lauramarta-cz7up,1,0
@ArthurGomes-l9l,0,0
@luanadiascampos5109,1,0
@Itana_sousa,1,1
@Kheinan,0,0
@celiasilva-ix1yt,1,0
@Iracema-x8d,1,0
@PauloRoberto-i1u,1,0
@AlexandreCarvalho-b4s,1,0
@zuienepinheiro8588,3,0
@erick43julio,1,0
@imdarlan,1,0
@MaraisaDias-gb9sr,1,0
@brunoendo5831,1,0
@sizo157,1,0
@Daniel_Zin28,1,0
@Jão.52ofc,2,0
@titinha_14,1,0
@BeleuBs,1,0
@lizsg3765,1,0
@animacartoonshqscomicsstud9154,1,0
@Samarasp02,1,0
@eduardomartines8455,1,0
@Minionsdofut,1,0
@bandana.sales1,1,0
@eloihenrique2725,1,0
@LingaLinga-b2d,1,0
@telmacalisto1688,1,0
@MrHanobobo,1,0
@siderleipontes2736,1,0
@jessicaceribeli,1,0
@AnaKarolina-nl6ts,1,0
@Agnaldomacedogama,1,0
@deisecampos7146,1,0
@luciocabraldf,1,0
@Toaoedavitora,2,0
@leocacoba,1,0
@dailywith.gab1,1,0
@manogames_8,1,0
@marlenefreitas5431,1,0
@Teresa...,1,0
@nene9469,1,0
@LilianaFigueiredo-m9m,1,0
@michelecom2256,1,0
@luizeduardobrasilino4293,1,0
@manteiga_bloxnoteste,1,0
@ticyanarangelramosmelo820,1,0
@patlou8999,1,0
@adailtonconceicao433,1,0
@milenacordeiro3428,1,0
@diogosantos11111,1,0
@isabellamedeiros7304,1,0
@Miguel-v5c3c,1,0
@MarcosAntonio-gz6ev,1,0
@gamedev-l5l,3,0
@Adriana-hi8vf,2,0
@Paulaodalander250,1,0
@Zusth-FF,1,0
@edmilsonbatistamonteiro,1,0
@BRenu-r7n,1,0
@AlineFernandes-hf4dr,1,0
@JacquelineBarbosa-r9e,1,0
@AntôniaSilva-h3p,2,0
@mildreideferreiralima8500,1,0
@AlaideJesus6581,1,0
@chinellinho,1,0
@vôdolorenzoroblox125-v8l,1,0
@laisalvesvhs,1,0
@MNjotta.1590,1,0
@stefanymarques3565,1,0
@angelicalentz1696,1,0
@alleshyarhawany1912,3,0
@luisCarlos-wn7wj,1,0
@Lilicca100,2,0
@Vazzoler-2012belinhada,2,0
@mariasantos-fp9ix,1,0
@CristoRei2050,1,0
@jaquelineschweig,1,0
@andreabien5956,1,0
@euprofluciano1809,1,0
@93035432,1,0
@suelengonzalez9551,1,0
@hannadela,1,0
@SintaX.youtube,1,0
@normagomes9820,3,0
@vanessanascimento1829,1,0
@vagobetti1,1,0
@GatoMiopia69,1,0
@love_tropa_do_taspio,1,0
@marialili296,1,0
@AraguaiaJR_13,1,0
@GustavoGustavosantos-p3i,1,0
@celiamarapetry698,1,0
@moisesmugadue3472,1,0
@solalves2169,1,0
@Juliana-f2c8m,1,0
@SandraCruz-t1j,1,0
@helenarodrigues5464,1,0
@Vih.159,1,0
@glauup,1,0
@mikhailjuliano4592,1,1
@felipeaugusto3,1,0
@criadefranca_zzx,1,0
@JoaoRibeiro-y2k,1,0
@IAdoramas9,1,0
@Rutyellle,1,0
@dianapinheiro2642,2,0
@anjoslindos,1,0
@miller_camposreal,1,0
@BrunoOliveira-ek1jr,1,0
@Beijamin-d7d,1,0
@susyprado4366,1,0
@NilzaMadeira,1,0
@m300rj4,1,0
@izabelborim3856,1,0
@KellyHeath-ls2br,1,0
@willeandressa,1,0
@gs800spbrwillian3,1,0
@luuhsilva6114,1,0
@rodolfocavalcante5517,1,0
@MariaJulia-j8m,1,0
@giamluca1,1,0
@zari2753,1,0
@srta_rosinha09409,1,2
@astronauta3043,0,0
@izabelacoelhorodrigues6439,1,0
@ValBarbosa88,1,0
@aneverde,1,0
@simonedejesus914,1,0
@alexsandrolima7264,1,0
@vovolilioficial,3,0
@PaulaEstrela-h7w,1,0
@thaisbezerra3347,1,0
@CarlosRodrigo-h7s,1,0
@greice-13k,1,0
@AnaFrigues021,1,1
@JenniferSalomao27,0,0
@vanrodriguez,1,0
@JoãoLucas-u1p5u,1,0
@michaelwillianpereira98,1,1
@lucilaferreira3608,1,0
@Stephany27Santosdasilva,1,0
@clteixeira06,1,0
@Rhazyell,1,0
@camilacamila3214,1,0
@lourençoantunes-e2j7f,1,0
@larissaamerico,1,0
@adhrodrich,1,0
@lksalejandro104,1,0
@nandoledo,1,0
@PIROCAUMGRANDI123,1,0
@cleomendes5020,1,0
@marciolima9447,1,0
@claudianadeoliveiraferreir3256,1,0
@IsabellaValentinaMiler,1,0
@janainegoncalves9756,1,0
@LauraSilva-f7o,1,0
@novemberof98,1,0
@Julia-y7n2d,1,0
@banibak,1,0
@josianeneves3438,1,0
@Corta_Essa-001,1,0
@Raul-k2c3d,1,0
@clebersonaraujo2785,1,0
@LeandroAlberto-o1h9j,1,0
@amandaadila8493,1,0
@Luuhkyle,1,0
@jorgerodrigues6350,1,0
@carvalhocarvalho198,1,0
@narahfarias,2,0
@AlexNovaScreenwriter,1,0
@beatrizsousa8857,1,0
@daniellemariadovale2631,1,0
@arthur04barrozo30,1,0
@Rayssanevesofco,1,0
@anapaulaschmeiske3873,2,1
@jojomyra.,0,0
@deniseestheroficial,1,0
@dinoedsonmclean4077,1,0
@edielsonjhol944,1,0
@Klairin,1,0
@Edits_daora,1,0
@SignsYoureFrom,1,0
@brasilbrasil5342,1,0
@Lislovers123,1,0
@MatheusMarko,1,0
@zildapati2043,2,0
@jogomao1672,1,0
@sabrinaferreiraoliveira3462,1,0
@davidnairlanda1667,1,0
@VanessaHeavean,1,0
@herondinaantunessoares3215,2,0
@eduardoslip_hollow6559,1,0
@joserichardson7159,1,0
@grazieleborges,1,0
@gersonribeiro1443,1,0
@MatheusVieira-pk1yw,1,0
@MykePK1,1,0
@LuisFelipe-c2x7y,1,0
@mariacortez4288,1,0
@Deby9com,1,0
@ADM_xit-k2g,1,0
@analauravenanciogaspar-vo3cp,1,0
@dainaracavalcante7509,1,0
@anaprofessora9971,1,0
@escreversara,1,0
@valterdacruzmonteiro1636,1,0
@fifidance9531,1,0
@Titia_Yuki-sa,1,0
@lorenilucas7446,1,0
@LUI3_antonio,1,0
@reginabarrowcliff8444,1,0
@kellyreis9558,1,0
@CMGAMER004-j2l,1,0
@Ihateschoolbro,1,0
@joicevolpiano1198,1,0
@rique-mustacho93,1,0
@loicherniou1356,1,0
@k.ferraz,1,0
@dearwitch,1,0
@mush-edn,1,0
@canaldagalera-oz8vg,2,1
@IsleyArchive,0,0
@silvanaaguilar4511,2,0
@LuarthaBerthaSáficaLutz,1,0
@Juankenai-z4u,1,0
@rosangelasantos7136,2,0
@tiredghost_irl,1,0
@SillasGomes-o9j,1,0
@AderlindoEvangelistaDosSantos,1,0
@verinhapereira7843,1,0
@ricknous,1,0
@monyangel4986,1,0
@BrunaDaSilva-x8q,3,1
@rodrigocherigatto7172,1,0
@vivermindfulnessritaguimaraes,1,0
@mariabeatrizpedrosodossant2322,1,0
@ofilhodeuranoegaia,1,0
@hetchelemota940,1,0
@Pokemon-TCG-Trainer,1,0
@hilmavillelaronzani6052,1,0
@fegsdg,1,0
@raquelmendonca7073,1,0
@marcos.ostete,1,0
@carolinacesar2902,1,0
@edits_taspio-4k,1,0
@lariatoriedades3726,1,0
@dg_dotnet9616,1,0
@mikejunior4996,1,0
@claudiacristinadaconceicao5816,1,0
@dayanasilva63,1,0
@Heitor-q4g,1,0
@RuanPabloDeSantanaSilva,1,0
@Pm_falidoff,3,0
@Kelianecostadesouza,1,0
@NeuzaBalthazar-x7z,1,0
@LeonardoSouza-s1h,1,0
@LaryssaVelascodaSilva,1,0
@rosilenesilva5518,1,0
@hugostosohb9551,2,0
@RaianiRubertideJesusSilva,1,0
@julianahenrique7781,1,0
@patriciapacheco209,1,0
@XxSAMUCAxX01,1,0
@No-qb8bm,1,0
@Lagoadodionisiolivre,1,0
@Moda-de-viola-raiz-80,1,0
@VitorHugo-r9g9k,1,0
@leticiagraziela8458,1,0
@luciacoutinho697,1,0
@hazyharp,1,0
@F.A.YMAISFORTE,1,0
@legule,1,0
@Kadutrindad,1,0
@joanadarcfernandes9883,1,0
@carolc.gurgel2030,1,0
@bruzprord6273,1,0
@vivianemarquesdossantos6937,2,0
@deboraandrade9747,1,0
@marianeusagoncalvesbastos4176,1,0
@Lika1414,2,0
@LH23232,1,0
@MelindaSales-u6u,1,0
@danielrt3,1,0
@bubenberggg,1,0
@alineapostolos7774,1,0
@thaizleme1813,1,0
@JoseinrikAraújo,1,0
@suleofrantos348,1,0
@minneiroo,1,0
@mariana44073,1,0
@Corinthians15-d5b,1,0
@bonitinha-r3o,1,0
@eduardoaugustoguilherme1775,1,0
@cidacosta6182,1,0
@asiontheartlinxy578,1,0
@patriciastello8079,1,0
@IRENE-x4v,2,3
@vffmusic,0,0
@joaobatista-wq9if,1,0
@arilsonazevedohermes2447,2,0
@luffydazoeira,1,0
@AnaCarolina-fe6jo,1,0
@Redstone-m7s,1,0
@FelipeCésarDeSouzaBustos-p7n3c,3,0
@LucioVero-25,1,0
@jussaramartho1534,1,0
@daysondayrell2793,1,0
@nelcisouza436,1,0
@joareisvilanueva8147,1,0
@VitóriaPaulaBatalha-e6m7k,1,0
@denisbarbosadelima8563,1,0
@daiararocha3181,1,0
@DjRomulano,1,0
@denizealmeida4395,1,0
@ritaalves22246,1,0
@nara1nanai,1,0
@edilenepinho3276,1,0
@dianaenfer,1,1
@EmanuellyFernandes-e3n,1,0
@Mamãetijolinho,1,0
@tiolucio8315,1,0
@eveliseweber1182,1,0
@anderson94420,1,0
@patriciabarboza754,1,0
@maxmarcelinoviola,1,0
@QuéLêHistorinhasTinaGloria,1,0
@fabiolaoficial1,1,0
@TiagodeLimaSilva13,1,1
@crispimsantana335,1,0
@anamariademelosilva4229,1,0
@zairbatalha2378,1,0
@eduardoeduardolacerda8893,1,0
@milenamello5633,1,0
@MijaroNakama777,1,0
@anapauladelavechia1703,1,0
@eramos3786,1,0
@linetxr3421,1,0
@AnaClara-t1g1n,1,0
@MarcioSantos-s4n,1,0
@emillycastro2621,1,0
@drawtech5870,1,0
@monicarodriguesdesouza3128,2,0
@cicerolima3296,1,0
@flaviafernandes6520,2,0
@janainasousa2414,1,0
@rafaelkronbauer1178,1,0
@lucineiaazor6863,3,0
@Eduardocsantoscabral,1,0
@AngraNodaVeloso-bo7yg,1,0
@edsonjer,1,0
@AriltonJaconias,1,0
@AdenildoSousa-n3f,1,0
@playlist.acc1,1,0
@rafaelalves8092,1,0
@Arthaurus,1,0
@bryansilvestre1926,1,0
@Jennifer-s4j5d,1,0
@annabellaguimaraes707,2,0
@rosangelamachado634,1,0
@isabelagomes7413,1,0
@naoeoseidouu,1,0
@cibellesilva2904,1,0
@drancoreg112,1,0
@GabrielRebouças-y5m,1,0
@albertoabreumachado,1,0
@isabellafortes846,1,0
@ArturFreitasDeMoura,1,0
@migz2802LT,1,0
@betorach,1,0
@BiancaBezerra-v4g,1,0
@Sonic_femboy456,3,0
@narcafto,1,1
@Apolotyx,0,0
@Brukis_bloxanime,1,0
@EmilyVitoria-g6q,1,0
@henriquemucciacito3195,1,0
@rithielly3105,1,0
@CarlosCostadeOliveira-i3m2o,2,0
@phelipemendes5584,1,0
@jorgesouza1894,1,0
@liberdadedeexpressao5673,1,0
@ELISABETHGOULARTFELIPEDESOUZA,1,0
@fwfb2009,1,0
@wgplaygamer9850,1,0
@euescutoflashback,1,0
@jonhycosta4683,1,0
@macacolegendado,1,0
@brunolelissantos1116,1,0
@qwertttty0-0,1,5
@luis_schizo,0,0
@Dragontiktoklily,1,0
@alessandrasantos7189,1,0
@sinhotavares6744,1,0
@gabrielvalim-s3n,2,0
@adrianajesus3273,1,0
@Animadop,1,0
@erismarguilherme1796,1,0
@MariSouza-h7x,1,0
@FabiAlexandre,1,0
