id,total_comments,total_replies_received
@rubyhot3088,2,0
@negolindo8508,1,0
@PedroVieiradeCarvalho-ue8tc,1,0
@GabrielliSilva-k2m,1,0
@JulyaOficial,1,1
@MCHELLES,1,0
@waltertomaz1379,1,0
@elisabeteoliveira5285,1,0
@VictorGabrielyt_02,2,1
@Carol-el3df,1,0
@anaLaura-j6s,1,0
@Ezequielmartins-o7g,1,0
@DamiaoAlmeida-ts1to,1,0
@BenjamimBinbin,1,0
@Isabelamoniquenunes,1,0
@elishevanatacharode8029,1,0
@Bryan_manu,1,0
@crismartins2,1,0
@AlessandrosilvaBarbosa-w1i,1,0
@gabrielmendoncadefaveri7860,1,0
@EmillyEncantada_y08,1,0
@EstherAntunes-g1y,1,2
@ZaylaSousa,0,0
@liviabeatriz9063,1,0
@GersianaSoares,1,0
@elinetepontes2683,1,0
@MiguelMantoani-o2y,1,0
@taniamelo659,1,0
@arthurdemelogimenes378,1,0
@GUSTAVOr2,1,0
@IngridSerejo-j2w4q,1,0
@AnnaLuisa-k4e5x,3,0
@minutoinvestidor9070,1,0
@driellyrodrigues118,1,0
@deoguito-x9r,1,0
@bnsantzx,1,0
@LucasTesta-v3p,1,0
@TatianeFraga-j2b,1,0
@JamilyvitóriaAlves,1,0
@veridianacaetano2116,1,1
@HISTORIASDEARREPIAR12,1,0
@lianokq,1,0
@IrenefreitasFreitas,1,0
@liviasales4429,2,0
@siomaraaristeu6255,1,0
@solangeeeduardo1164,2,0
@ElisangelaSantos-fc3rg,1,0
@Pyetroaventureiro,1,0
@triomawrj,1,0
@gabriellygali18,1,0
@MaiellyMacedo-n8p,3,0
@AnaGabrielaPDias,1,0
@sofiisilv1605,2,0
@AlcirCostadaSilvaneto,1,0
@arteirotelesteles3991,1,0
@thaystaty2244,1,0
@RobisoSouza,1,0
@Xavier-c3j2g,1,0
@Rocha244BS,2,0
@01-DAS-EDITS-BIEL,1,0
@ReginaEvangelista-h3h4k,1,0
@JOSELINDAOJR,1,0
@HeloaRegina-w6e,2,0
@jyseliferreiira5497,1,0
@WesleyFarias-q6u,1,0
@FelipeJkbrancoelho17,1,0
@sumido_crf,1,0
@SoffyaSoaresPereira,1,0
@JoelmaSaboia,1,0
@LUCAS-r8e7k,1,0
@niremaria087,1,0
@Sr.dinizbarbeiro,1,0
@MiltinhaAzevedo,4,0
@21seculo_,1,0
@Tizeus11,1,0
@Iago_Kmi,1,0
@LiviaCampos-u7w,1,0
@nellusher_gamer,1,0
@raulvieitezvazquez9645,1,0
@Cainvest-CarladePaula,1,0
@SandraSantos-s8t,1,0
@BenilsonRodrigues-zv7jx,1,0
@evelynmonteiro3365,2,0
@FabianaCalil,1,0
@JanainaOliveira-n5o,1,0
@AndreaBarros-d2g,1,0
@NatalySilva-x5f,1,0
@martimpereira7390,1,0
@NhenzeMuanda,1,0
@MongeTM,1,0
@Pietro6930-i9j,1,0
@josepintomurcho,1,0
@leilafabiolarochamagalhaes5804,1,0
@EduardoZanelato-r6l,1,0
@JuliaMelissa-v7z,1,0
@izamarabatke9060,1,0
@AdenilsonStc,1,0
@MiracirNascimento-z9i,1,0
@NeyTV-k2l,1,0
@canalcdmtv,1,0
@JulyavitoriaRodrigues-n5b,1,0
@zirosentido,1,0
@VitóriaSilva-z8x,1,0
@lavajatu4499,1,0
@RayaneSalvayaAlmeidaMatosRara2,1,2
@Thenskyy,0,0
@MissionariaMarilandiaMoreira,1,0
@fã_clube_kishaemine,2,0
@KaueGabrielKaka,1,0
@IreneGomes-x2f,1,0
@MariadeFatima-es6fk,1,0
@gianisousa7617,1,0
@vcosta68,1,0
@MatildeOtto-p8t,1,0
@ericasouza9816,1,0
@funsusidonio539,1,0
@IcaroBruno-g5c,1,0
@guilermodossantos3165,2,0
@Brunoddr5,1,0
@CaioSP699,1,0
@AlexLunna-s4d,1,0
@PTransportes,1,0
@Jaqueline-ps8ym,1,0
@gabrieloliveira-ql8gb,1,1
@DueFacceDellaLuna92,1,0
@EliasLeandroLeandro-g4g,1,0
@Luis_Moreira,1,0
@rayiumi,1,0
@kinfungames100,1,0
@Tumtum_bilau,1,1
@antoniohenrique3487,1,0
@mileninhadesenhos,1,0
@madalenaevangelistalima541,1,0
@elianefiuza2196,1,0
@EdcarlosSantosdeAlmeida,2,0
@helenanascimento8681,1,0
@ak3121de,1,0
@JeksonSantanadeOliveira-o2g,1,0
@KaioBarbosa-v3x,1,0
@Capivarinhasdoyt,1,0
@RoseMariano-q5h,1,0
@VitóriaIngrid-c6k,1,0
@mdasilva1826,1,0
@porcaozs8369,1,0
@Julianabaltarmaciera,10,0
@elturista3669,1,0
@AndreVBr,1,0
@BILNA444,1,0
@PauloMosca1985,1,0
@AndreikRosa12,2,0
@thiagocoimbra8865,1,1
@pedrounipessoalribeiro5512,3,1
@natanbento6173,0,0
@7monra,1,0
@WilliamdeOliveiraFlorenço,1,0
@karolinygarcia6647,2,0
@jeanlourenzo6594,1,0
@ElderLucasMoreira,1,0
@LEANDROSOUZA-gn2ld,1,0
@MaiconHenrique-r5y,2,0
@caçadoresdelendas-b5b,2,2
@memes-shorts-t5o,0,0
@Rodridaquebrada9,1,1
@alguemseguraarafizz,0,0
@umburroquefazgameplay,1,1
@Dementedoooor,1,0
@vinimota3336,1,1
@xitandoff8888,0,0
@PesL9Pro,2,0
@tutuzera-i5p,9,2
@LarissadosSantosRibas-q5j,0,0
@juliananucci3998,1,0
@RuteJacinto-t2m,1,0
@CarlosDaniel-q2g,3,1
@claraaarajo,1,0
@Ralodooficial,1,0
@Davidlucasmedeiro,1,0
@RenanSator,1,0
@Paradoxo-j4o,1,1
@nickkrb,0,0
@danyelsimoes6796,1,0
@JuanNeves-b6o,1,0
@WallacefernandoSilva,1,0
@EnzoRaphCountryballs,1,0
@adrielekarenalbuquerque2135,1,4
@ÉohRafinha,0,0
@luamvictor6368,0,0
@iamviix,1,1
@EvandroRodrigues-l4w,1,0
@VivianeSales-h2y,1,0
@Malucotrecheiro,1,1
@MarcosViniciusYT309,1,0
@Robertallopez,1,0
@piorr_de_todos,2,0
@KampinoDias,1,0
@goulartjess,1,0
@Dudublox_084,1,0
@PelpexBW,1,0
@janinaleon4406,2,0
@Lipe-z5n,1,1
@oblivion.4ngel,2,0
@hakumo8024,3,1
@silviamachado2121,1,0
@J.Santos.2024,1,0
@reinocelestial,1,0
@fabianafortunato4933,2,0
@gisellyprincess2025,1,0
@MateusBarbosa-x3q,1,3
@popsie_daora,0,0
@user-mq7rk9xm1j,1,0
@MurilloRodrigues-w4r,1,6
@conhecidodesconhecido5502,1,0
@Daily_Freitas,1,0
@rafaelsts6999,1,0
@JoãomendesSousa-n9m,1,2
@Olucaslual,1,0
@PhietroSantosRosa,1,0
@VictorGabriel-f9w,1,0
@AndrezaRezendecarvalho,1,0
@MikaelaVieira-f6u7m,1,0
@OtonielAlvesOficial,1,1
@TablosLaEssencia,0,0
@ZanZiblackDjs,1,0
@takamassanomuro2063,1,0
@LERMIN.,1,0
@valdirgomes5495,1,3
@skeru7392,0,0
@rosanebatista4078,1,0
@MarianaMoraes-w8g,1,0
@andriwsmatheusdealmeidahoe6719,1,0
@vitoraragao9548,1,0
@SimoneLagoa-r4d,2,0
@Davifreitas07,1,1
@RubhiMaximo-g4t,2,0
@jovaniloliveira9569,1,0
@pietrocbngames5799,1,1
@OtávioTavaresvieira,1,0
@luanagama-by2qs,1,0
@iaralicht9329,2,0
@franklincesar6970,1,0
@Emillyvitoria-4f,1,1
@WillianMiranda-r2q,3,7
@felipegames126CRIS,1,0
@JulianaCasarini-u6d,1,1
@Benny_Yaky,0,0
@RafaelClaudino-g2j,1,0
@goretxavier150,1,0
@MariaBarboza-h8l,1,1
@the_goat_750,0,0
@AnneCllarice,1,0
@analauracarvalho2845,1,3
@00Natsu,0,0
@JoaoGuilhermeMontanha,1,0
@FatimaBernardes-c3t,1,1
@BrenerDaSilvaa,1,5
@Allenlenn1994,0,0
@SemFeltro,1,1
@carolinamoraes8481,0,0
@AlanaVitória-s5p,1,2
@JulianaSantos-wh9np,1,0
@ravenafãclubedevicc,1,8
@kaelfacci3148,0,0
@samuelsolisator6342,1,1
@jow2770,1,0
@play_009_gs,1,0
@Ivy2kGl1tch,1,0
@josyjamboo,1,0
@Naftalicortes,1,0
@MatheusMaximiano-s6q,1,0
@PsiC_Supremo,1,2
@EnouxBE,0,0
@RaimundoRodrigues-hb1oz,0,0
@charlanesilvasantos2208,3,2
@Victorhugo-s6p,1,1
@Lorena_Jesus-n6z,1,0
@uilliansantos4888,1,0
@SarahandrezaMartins-z1x,1,0
@CamargoM-y6f,2,2
@DivinoJunioralvescaetano,1,0
@Rafaelgamer1.,1,0
@deltado33,1,0
@yGibel,1,2
@IsadoraMaria-e4f,3,1
@zlofc56,1,0
@rosenibatista4756,1,0
@MatheusSilva-d9y,1,0
@brunamonteiro8634,1,3
@JessicaCristina-ef2ys,0,0
@HrseverinoSeverino,1,0
@FelipepatrocinioFnafword,1,0
@MariaSilva-o2k3g,1,0
@rosilenejesus2103,1,3
@lucasguedes5326,0,0
@JúliaMaria-u3b,1,0
@marcelo-o4s3n,1,0
@yeduado,1,0
@Filipeteixeira-nt7yu,1,2
@brunanataly7681,1,2
@mateusduarte8699,0,0
@Martinecraft,0,0
@Pebble.Amora-z,5,0
@poltergeist7404,1,0
@VascãoInform,1,0
@jacklopez7702,1,0
@Luccas_Raffael25,1,2
@BiancaFerreiralima-e2z,1,0
@Skyfall_7xz,1,0
@davisalomao194,1,0
@joaopaulo.minasgererais,1,4
@gabii._night,0,0
@Caio-z2d,1,4
@LuisEdits_012,1,0
@DetectiveConan990v3,1,0
@motivação-o5u,1,0
@layisus6211,1,0
@ThallesMilhomem,1,2
@paulohenriquedecristo7099,1,0
@ricardosantiagocintra3888,2,11
@susanemartins3663,0,0
@moacirpaulo6125,0,0
@vidadequintal,1,0
@ramonsaraiva-i5d,0,0
@Rebeca0975,0,0
@fukyuoibb,0,0
@Hater_da_Choquei,0,0
@LauraVitoria-n1p2l,1,0
@PalomaNeguinha,1,0
@ViniciusFortunatii,1,1
@gomesproença,1,0
@GiseleSantos-en7sx,1,0
@KauaAlves-oz5up,1,0
@IsisWrage,1,2
@victorrogieri9749,1,0
@lis098,2,0
@elianecardoso5224,1,0
@SamueSmu,1,5
@João-o8f7,0,0
@meumapa-e5e,1,1
@celiarocha6713,1,0
@MariaVitória-n4t,1,0
@emilypimentelXD,1,0
@WarlesekelltondosSantosdaconce,2,1
@MariaPereira-h7p,1,0
@soniahelenaramos5949,1,0
@RogerPereiraespindola-j8g,1,2
@djguida011,0,0
@cxzek,1,0
@matheushartmann9215,1,0
@simbad2712,1,0
@Josecagado-n6h,1,0
@larissavirginia5944,1,6
@LaraFranciscofidelis,1,1
@FXdarlysson,2,7
@mony3183,1,0
@aninhasuculenteira,1,0
@indecifravel,1,0
@umataldevivi7280,1,0
@LucianoGarcia-l4y,1,1
@KaykySoaresDuarte,1,0
@GabrielMallmann-lx6ny,1,1
@xkjac,0,0
@rebeccadias2617,1,0
@cecilialamounier3543,1,0
@psicologofirminoluz,1,0
@Vick_editts,2,0
@Artorias_m15,1,0
@YasminSilvaportela,1,0
@DaviRangel-s5c,1,3
@jorgematos8556,1,0
@Matheus-m8h,8,2
@NeyMiguelSoaresSouza,1,0
@luisrenanleal7483,1,0
@Gabriel-dj1rs,1,0
@RosaAliceBarros-zt8qx,1,0
@AriadneCristyneBarbosa-u3c8o,1,0
@leonoramonteiro532,1,0
@Helenalago3131,1,0
@LuisFilipe-s8e1q,1,0
@RafaelHenriqueOliveira-x9x,2,3
@gabrielc6934,0,0
@MariaEduardadosSantosRibeirode,3,1
@dalilasilva4029,1,0
@PrimoVieira-j6w,1,1
@gabrielamoraesassisdosanjo9227,1,0
@VanessaSantos-y4v,3,1
@ARTHUx_13,1,0
@LeonardoDossantos-b2t,1,3
@BrasilEdit_OFICIAL,0,0
@AliferJr,1,1
@YuriMartins-r4p,1,0
@ric8519,1,1
@HenzoRomão-p1g,1,0
@gcakeesalgadodefestagabymo9713,1,0
@DiversaocomosAlmeidas,2,1
@fernandarobloxouminecraft8367,1,0
@Ateliêarteamigurumi,1,0
@Pessoaemelancolia,0,0
@TVCampoGrande,1,0
@MarcosDavid-b7o,1,0
@icorocha1131,1,1
@lilsilva9285,1,0
@Sergio-q4h9l,2,0
@anaFlávia-m8u,7,4
@Johnnicolassousaanastacio,1,0
@CarlosHenriquedaSilva-m5c,3,0
@larissaisabel1989,1,0
@NicollyDamasio-d9k,1,0
@ratamabacapitaldomundo.pat7570,1,0
@WalkerRacingShow,7,0
@cristianebianco-k3z,1,0
@Bella_sadez,0,0
@LeonildaBernardim,2,0
@Thytashutz,1,0
@humordasam,1,0
@DarleneSalvino,1,1
@willinha4923,1,0
@GuilhermeGui-m8c,1,0
@pedepraia,1,0
@gabrieladourado8307,1,0
@barbarafrancinesouzasteinn3755,1,0
@RosiDuarte-l5v,1,0
@Kudibritah,1,0
@osvaldooliveiraoliveira,1,3
@arthurstart,0,0
@KARINAPereiraHorta,2,0
@JoyceaneSoeiroVale,1,1
@reginafurtado4473,1,0
@elianabiten3016,1,0
@Lelyle-FX,1,1
@keyllaalves7741,1,0
@CassiaSilva-h2h,1,0
@DJLUCASGB_pc,1,0
@BLEmAlta,1,0
@EduardoSilvaBarbosa-d7y,1,0
@rogerioperez990,1,0
@DavidRojas-lk1qs,2,0
@LeonardoSilva-rf5ie,1,2
@Pismiraiavocantigas,1,2
@Vulto_ousado34,1,0
@theoamaro8365,1,0
@Elobrincadeiras,1,0
@AliceRenovatoSantana-h8s,1,0
@igordasilva7504,1,0
@Alice03-t4i,1,0
@daviddas84l,3,1
@nick_reus,0,0
@lalays_hyunjin,1,0
@ThiagoMarques-on1we,1,0
@silviaadriana1204,1,1
@inesplicavelbasico1097,4,0
@RuteDias-n2y,1,0
@mariareginabetio86,1,0
@RyanFerreira-yf6rh,2,1
@LeandroSouza-qo2cx,1,0
@ANAFERNANDA45ANAFERNANDASANTOS,1,1
@antoniobarbosa3204,1,0
@valmoura5025,1,0
@leandrobatista9817,1,0
@rotinas.da.lala.120,1,2
@Estrela-fefe,1,0
@brasucabrasboli3726,1,0
@FranciscoDarllan-l2o,1,0
@SamuelVitor-kp6us,1,0
@umpfx,1,1
@estefanesilva-d4c1x,3,1
@NOOB3847-l5o,1,0
@samanthabarbosa5422,1,0
@visionariosemfrente,1,0
@Dekablack1981,1,0
@brunosfgoncalves,1,0
@vibrachannelgustatv,1,0
@deividcordeirodeoliveira6636,3,4
@alinecruz2154,2,6
@gilgil430,1,0
@GabyAureliano,1,5
@asprimas2655,1,4
@Posy-o9b,0,0
@Gustta-5K,1,0
@auriribeirocosta4383,1,0
@IsabellyFernandes-x5r,2,6
@kinglarsoncr2571,0,0
@LuizaOuverney-z7s,2,5
@FerreiraMiguel-w7i,0,0
@Vnx911,0,0
@LucaGabrielBr,0,0
@jaquelynegomes2992,1,0
@MadalenaFranciscoTeixeira,1,0
@analuciafontes4424,1,0
@NádiaMacêdoLeite,1,5
@JPrime-xb4to,1,3
@Bkzinzx.mob2013,1,0
@MariaEduardaFerreira-b6k,2,7
@AnaCarolinegonc,8,0
@MariaClaraMenezesdelima,1,2
@luquetasete,0,0
@rafanardi3576,1,0
@camilasantoss11,1,0
@Jamesfelisfaria-sc6mx,1,1
@BiancaOliveira-z4k,1,1
@GustavoDantasMelo-mv3qv,1,0
@JuliaVitoria-f5f,1,0
@Tamiris-e4e,2,1
@mundo_da_ninii,1,0
@SarutoUchira-g1z,1,3
@fairywhisper444,0,0
@Ber-bernado,1,3
@iluvvsooy,0,0
@NelmaMiranda-f5d,1,0
@namayt1-d2f,1,2
@lililenenerysantos5141,1,3
@LuizFernandoCastro-n3h,1,2
@WalaceGuilherme-j4v,1,1
@adrianademattossobrinho9257,1,0
@KevinAlbino-n7u,1,0
@tatianaalves9185,4,3
@yurieditz-h4ck,1,0
@BryanSantanaIphoni,1,0
@claudionorssantosnono3379,1,2
@lakersvenger,1,0
@JéssicaCostaSantana-n4c,1,0
@fabioantoniosousabrito8006,2,1
@Caramelhinhobr,1,0
@thamurdm,1,0
@jolie_chewy,1,4
@francelinoteixeiraassuncao8866,1,0
@GilbertoGomes-s9r,2,1
@jao_editzz,1,0
@Josiane93gomes,1,0
@hiagosouza-g7v,1,0
@Torulmi-mdtrj,1,0
@RobertaAlbertini,1,0
@Realthefat,1,0
@ThiagoSouza-n5w,1,0
@fãsdegames-v3q,1,0
@Brasilloucura,1,0
@ANJO_GAMER_30,2,0
@agataduarte5326,1,0
@TamiresInácio-d6k,1,0
@brandonmaquerabani7528,1,0
@yzaq,1,0
@claudiapacheco8058,1,0
@EmillyNascimento-u4z1w,1,0
@JoãoVictor-y2l7s,1,0
@guiposf2662,1,0
@bieljogos834,1,1
@Caue645,1,0
@PedroMagalhães-z4n,2,0
@ajufitoficial9161,1,1
@MarypotatoOFC,1,0
@FernandaCaetanodo,1,0
@mariaeduardas7071,4,0
@Ultm95,1,0
@JPeditstv,1,0
@fãdaemillyvickkkk,1,2
@catypyp,0,0
@davi_gamer-h4v,1,0
@Gaby_OFC-9,1,0
@UednaLopes-fg9uq,1,1
@Cookie.lovers.,1,1
@silvanaanesia93,1,0
@anaalves3431,1,0
@1405LUANA,1,0
@MarciaCampos-lz9ke,1,0
@kaua-017,1,0
@BlueBait173,1,0
@ClebsonXavier-gr3yh,1,0
@RyhannaSantos-e6r,1,0
@MilagrosSanchez-c9p,1,0
@soannyguimaraes1397,1,0
@julianosantos7437,1,3
@sophigamertop7294,1,0
@ThaynanAlvesmussato-d1d,1,0
@Mauriciobc93,1,0
@Alicedeoliveirarodriguesleite,1,0
@MarciadonascimentodiasDias,1,0
@SILVA-8BF,1,2
@bilada-sapeca,0,0
@charizard_xdd,1,0
@AbVchuck,1,0
@arthur-s7e,1,0
@BernardoCorrêadeAlmeida-y8f,1,0
@vandacorreia6221,1,0
@Top1bed,1,2
@MariaLaura-g5w3e,1,0
@leticiasouza9491,1,1
@GustavoLopes-p9l,1,0
@jessicasantana9942,1,1
@AndersonSantos-h8m,1,0
@diogoduraes3178,1,1
@francielibatista2455,1,0
@miguel_freestyle7,1,0
@wst1129,1,0
@DaviCastro-r9h,1,0
@joaogarciacomposer,1,0
@mayaracordeiro4770,1,1
@YTbadwwyd,1,2
@EvelynVitória-l3g,2,0
@gabrieldiasdasilva1964,1,0
@priscilaroberta5830,1,3
@0921AV,1,0
@esterlinhares385,1,0
@HERO0TOM9,1,0
@AndersonPariz-l9i,1,0
@MatheusInácio-e7t,1,0
@Humynady,1,0
@MarinaBrandão-m3k,1,0
@Pedronso97,1,1
@XdemonX-g9x,1,0
@Jaro_12_3,1,1
@Viniciusalexandre146,1,0
@anamickaelly6251,1,0
@isaalencar9051,1,0
@feliperodrigues9079,1,0
@Jo.fc...taspio.rotina,1,1
@maykondasilvateodoro,1,0
@MatheusBriano-v6u,1,0
@brasil8868,1,0
@SjskdkkdkkDjdkdkekdk,1,0
@Júlia-milteus235,1,2
@Eduardo8377-f,1,0
@beatrizmartins9451,1,2
@Kidmais18,0,0
@tomasolival8052,1,1
@BarbaraBethinaBarbosadosSantos,1,0
@KatieledoSocorro-h3h4m,1,1
@FranciscoDias-r5x,1,0
@maevemcavoy6410,1,0
@Iaggogabriel,2,1
@LarissaBernardo-k6j7t,1,1
@lucioheleno7325,0,0
@JefersonBorges-j6n2p,1,0
@abnnerpro,1,0
@Luizinho-n5r,1,0
@patriciabrandao2355,1,11
@GabrielGabi-g5i,1,1
@itsDeFuzzy,1,0
@hgfdhfghgdhhgsdfgdhdf,2,0
@EvellynEduarda-t6t,1,0
@madalenapereira5551,2,0
@laggame8562,1,0
@davidchristiangames6264,1,0
@tigaszrl,0,0
@MariaclaraAlves-e5m,1,0
@eduardopaiva2391,1,0
@samanthasiqueira2587,1,0
@GOKU-PB-GOAT,1,0
@soniapaixaodemagalhaes2493,1,0
@mundoincrivel743,1,0
@roselibuenooliveira3328,4,1
@DaviSilva-c5g,0,0
@winyciusewald1150,1,0
@luizaui,1,0
@carolinahool6144,1,0
@gamesps5viciobr2006,1,0
@magttuooficial,1,0
@dumbalilare,1,2
@m.l0184,1,0
@priscilameira5002,2,1
@LuizaLuiza-h7k,3,11
@PietroSouza-l5u,0,0
@haneledasilva2961,1,0
@AndréSantos-t1s,1,0
@EulinaSilva-b2g,2,0
@stenio393,1,0
@moby_carlos,1,0
@tudoimports5831,1,0
@emilyc.8007,1,0
@Someone5555-o8m,1,0
@MariaPereira-k9g6d,1,1
@sassa4971,1,0
@lihnesantana1923,1,0
@celiaribeirodias4333,2,2
@rodrigosucena5700,0,0
@zennye7,0,0
@BrunaSantos-j7n,1,0
@deme1599,1,0
@marcelloplf189,1,1
@Gabriel7xisss,1,0
@Matildepedropedro,1,0
@GustavoMelo-g9c,1,0
@Rodrigo_RDG,1,0
@babalooo22,1,0
@JoaoTheGabriel,1,0
@HenriqueLins-w3n,2,1
@ハッピージャパ,1,0
@gangpando-mv4tw,1,0
@JoséWilliamSilvaDoNascimento,1,1
@emilleleticia8207,1,0
@rafael.dsltda,1,0
@MelSilva-w6t8y,1,0
@fabriciodeoliveiramacedo96,1,0
@missanneboleyn1536,1,1
@jack_vxx,2,0
@mamaemultifandon._ofc,1,0
@lllycae,1,0
@angelocelso9906,1,0
@quinnquinn.2801,1,0
@idaramosguimaraes2816,2,2
@SsysjajHshsjajaka,0,0
@jaquelinemachado6946,1,0
@doomlink9224,1,2
@YannRamos-e6u6q,1,0
@luiztenhoddh690,1,1
@karolinabritoamaral5776,1,1
@ArianeMendesdosSantos-p5q,1,1
@LilithMartinz,1,2
@luizsimoes9555,1,0
@ChystopherSantos,1,1
@Vagner2025z,1,1
@AlineSilva-rr5ty,1,1
@luana6.619,1,1
@feliciasantos5307,1,0
@GildaRodrigues-r7e,1,1
@misteriouswolf1,1,1
@MystoGajel,1,0
@LucaYuki-v1s,1,1
@LeonardoChristian-bp7xw,1,0
@Azura3D-1,1,0
@manuellacasanova6057,1,0
@DiegoGuerreiro-l3m,3,2
@DaviFelisberto-h3q,0,0
@João_edited,1,4
@sophiabeat,6,5
@LouieWalter-o4g,4,1
@400mk7,1,0
@Vitória-s6l,1,0
@PamelaRosa-v8h,1,1
@alinedefreitas7342,1,0
@edenjosemasaladossantos8373,1,0
@paradepedirparadepedir,1,0
@2babys_e_1_mae,1,1
@tifi_kifi_botafoguense,0,0
@BernardoBe-o1h,1,1
@UUu-ww,0,0
@SrhopkinSs,1,0
@GustavoFN220,1,0
@willvillalona6366,1,0
@NaiLopes93,1,0
@themangler668,1,0
@jacquelineneves1213,2,0
@NelsonCosta-c8s,2,0
@ViniciusPinto-g2p,2,0
@Saikoksk,1,0
@FalandodecristoComAnna,1,0
@michelealbuquerque660,1,0
@sk8jj330,1,0
@TomazThiago,1,0
@isa-o1q8b,1,0
@ivansarkaro,1,0
@carlaamaral4943,1,0
@joanaalice6928,1,0
@TheimykellyTelesBastos-l8m,1,0
@ramires899,1,2
@Tavinnn17,0,0
@JhonatanGodoy-x7l,1,0
@carolinerodrigues5764,3,0
@HelioFerreira-d2r6b,1,0
@AnaLeonor-p9c3i,3,9
@ValentinaFerreira-iq6lp,1,0
@Lupustenebrarum_demo,1,0
@barbararodriguescapelini8382,1,0
@solafoliveira,1,0
@elviscraft3969,1,0
@AdriellyRosadeMatos,1,0
@josefeijo89,1,0
@the4k402,1,0
@lunyyy_brzi,1,0
@eduardonucleo,1,0
@luisnevesm,1,0
@PutaPoeta,1,0
@Storm1nside2025,1,0
@nanyblox2344,1,0
@Davilike,1,0
@marinalvaribeiro971,1,0
@taniabarrosPinheiro-p9e,1,0
@HappyThower-u9j,1,0
@annapaulagarcia7573,1,0
@iedasousa5186,1,1
@murilocr7-87,1,0
@josecashana,1,0
@nicolasvix_7,1,1
@altzin33,1,0
@ChenKira,1,0
@um_realista,1,0
@rosaneitanunesmarques8483,1,0
@I.grren.l,0,0
@usuaria_do_youtube_tube,0,0
@jaramillo526,1,0
@itsnotteobtw,1,0
@MrCamilasales,1,0
@geisylobo899,1,0
@alicinha_2015,1,1
@alexiasilva9513,1,0
@luacsnenus5727,1,0
@yanguimaraes5817,1,0
@GlaucoRicardoTavares,2,0
@Maria_original-u7z,1,0
@Pauloboboso,1,0
@arthursantanafernandes-w4p,1,0
@mauricioalmeida7859,1,1
@LegendOfHater,0,0
@RafaelSguissardiWilhelm,1,0
@ricardoric2558,1,2
@primasplayy,1,0
@RosangelaRodrigues-vg4yl,1,0
@AmonHa01,1,0
@valeriacorrea3186,1,0
@MeuCachorroeEu,1,0
@RejaneGinop,1,0
@annearruda8401,1,1
@dericderic4511,1,0
@taz_artt,1,0
@EdsonLima-u4r,1,0
@osoladordobrasil,1,0
@mallonnemorais007,1,4
@KENNEDY_2010,0,0
@Teteu00088,0,0
@VisioVault,0,0
@doguinho346,1,0
@jeffreyluis5464,1,0
@milenasaraiva16,1,0
@guel-m3j,1,3
@Kodachii-c3b,1,1
@AntonioSantossouza-un6vp,1,0
@MariaIsisCirne,1,0
@leemeshv,1,0
@carolmonteiro2378,1,0
@editmaster.357,2,3
@PaollaCardoso-w8s,1,0
@rdsilvagamer,1,0
@ronivalmartinsaguiar4793,1,0
@grasielalopes7873,1,0
@gehribeiro8382,1,0
@gustavocamaradematos5277,1,3
@SamuelHamonRodriguesSantan-c4b,1,0
@luadomundo,1,2
@Biazinha-wuw,0,0
@marcosjw5204,1,1
@RoseMoraes-u3z,1,0
@aolmiguelbh,1,0
@ivanetemartins8655,1,0
@MiguelAlves-x6h,1,1
@Helenlealbentes,1,0
@Emily-g7b8p,1,3
@FLUXOYAGO,0,0
@jr-andrade78800,1,1
@DevisonAlves-s2t,1,0
@VallentynaMoncaio-c5y,1,0
@adolfofamily-j5e,1,0
@HugoSens,1,1
@dumat170,1,1
@AcreFAN234,2,1
@LAURINHAFilha-le3qd,1,2
@patriciaferreira7447,1,1
@mhrxss,1,1
@gerlanebandeira35,3,0
@VanessaColman-s5i,1,0
@amgelina1234,1,0
@Gabriela-ko9xf,1,2
@Phaethon_ZZZ,1,2
@Semper_Paratus,1,0
@biah9660,0,0
@karlafernandespartelifardi7550,1,2
@iamsopro-q6y,0,0
@edinalvalima27,1,0
@A_W-SophieBR,2,0
@CristinaDiss,1,1
@Jatujato,1,5
@yasminramirez2882,1,0
@MaitePereira-d5w,1,0
@WalcileneAndrade-om9fd,1,0
@JoseAlex-g7n,1,0
@MariannaBarros-r4w,1,0
@rosemaricardoso4243,1,0
@GabrielAlexsander-oq2qt,1,0
@angelicasantos-sr2wi,1,0
@EoLeng,1,2
@franciellysantos4931,1,0
@Say_Oliver8,1,0
@FÃCLUBEDAPaty-e8m,1,0
@AntonioCorreia-b5n,1,0
@mariaalves-lr9gy,1,0
@janainamariano1210,1,0
@MariaClaraToniazzo,1,0
@aparecidodeoliveirafirmino8355,2,0
@glauciaoliveira8134,1,0
@Coizas,1,5
@LETICIAPAIVADEASSIS,1,0
@lucas_kara,1,2
@Ana_LuciaAb,1,0
@LedaAndrade-ul2is,1,0
@lucianna49,1,0
@reesgis,1,0
@deolinda52,2,1
@AmandaGabrielly-ow9ns,1,1
@EdwardJimenez-n5n,1,0
@jonasshark8800,1,1
@Henry-Danger-Br-1209,1,2
@DARKNES_EDTS,1,2
@Thalles-l8p,1,1
@portuguesxablau1127,1,0
@umoreira2008,1,5
@strange_e,0,0
@aeep777-n3p,1,16
@rudineirodrigues7341,1,1
@Joana-g2d,1,2
@JoanaDarc-v6o,1,0
@vivianerosa-m4k,1,1
@francielesantana1261,1,0
@brendapaiva9502,1,0
@LucimaraDaSilvaOliveira-fl9vt,1,3
